LoggerID,Date,TempInSitu,Salinity_psu
20739323,2024-01-29 11:45:00,32.675555555555555,33.787479032402
20739323,2024-01-29 11:46:00,33.28666666666667,33.51920119482812
20739323,2024-01-29 11:47:00,33.47555555555556,33.57533838917438
20739323,2024-01-29 11:48:00,33.525555555555556,33.59586941138141
20739323,2024-01-29 11:49:00,33.25888888888889,33.662399509179544
20739323,2024-01-29 11:50:00,33.28666666666667,33.64920870478613
20739323,2024-01-29 11:51:00,33.208888888888886,33.61117712095189
20739323,2024-01-29 11:52:00,33.047777777777775,33.626094309969055
20739323,2024-01-29 11:53:00,33.35888888888889,33.63689885439376
20739323,2024-01-29 11:54:00,33.50888888888888,33.62799415704776
20739323,2024-01-29 11:55:00,33.50888888888888,33.650238531099816
20739323,2024-01-29 11:56:00,33.25888888888889,33.76658355447973
20739323,2024-01-29 11:57:00,33.28666666666667,33.60842201042321
20739323,2024-01-29 11:58:00,33.47555555555556,33.653228779483456
20739323,2024-01-29 11:59:00,33.57555555555555,33.617749790059094
20739323,2024-01-29 12:00:00,33.15888888888889,33.714293300244066
20739323,2024-01-29 12:01:00,33.47555555555556,33.63634584218316
20739323,2024-01-29 12:02:00,33.336666666666666,33.67687347852176
20739323,2024-01-29 12:03:00,33.547777777777775,33.66472957625478
20739323,2024-01-29 12:04:00,32.936666666666675,33.6785158282169
20739323,2024-01-29 12:05:00,33.208888888888886,33.68308413863313
20739323,2024-01-29 12:06:00,33.37555555555555,33.80046941898353
20739323,2024-01-29 12:07:00,32.870000000000005,33.717917744761685
20739323,2024-01-29 12:08:00,33.120000000000005,33.808668875617485
20739323,2024-01-29 12:09:00,32.775555555555556,33.773997642768066
20739323,2024-01-29 12:10:00,33.32555555555555,33.68951914905688
20739323,2024-01-29 12:11:00,33.59777777777778,33.62849173095147
20739323,2024-01-29 12:12:00,33.43666666666667,33.64522316038644
20739323,2024-01-29 12:13:00,33.07555555555556,33.78464429630559
20739323,2024-01-29 12:14:00,33.47555555555556,33.66062735143178
20739323,2024-01-29 12:15:00,33.22555555555556,33.7750986290768
20739323,2024-01-29 12:16:00,33.57,33.66914889253461
20739323,2024-01-29 12:17:00,33.47,33.76963745293048
