#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
121,10/25/2023 10:29:00,27.32,773.76,,,,
122,10/25/2023 10:30:00,27.24,758.72,,,,
123,10/25/2023 10:31:00,27.20,755.52,,,,
124,10/25/2023 10:32:00,27.20,756.48,,,,
125,10/25/2023 10:33:00,27.11,767.36,,,,
126,10/25/2023 10:34:00,26.98,779.84,,,,
127,10/25/2023 10:35:00,26.94,776.32,,,,
128,10/25/2023 10:36:00,26.90,799.36,,,,
129,10/25/2023 10:37:00,26.90,815.36,,,,
130,10/25/2023 10:38:00,26.85,831.04,,,,
131,10/25/2023 10:39:00,26.85,847.04,,,,
132,10/25/2023 10:40:00,26.81,863.68,,,,
133,10/25/2023 10:41:00,26.77,868.80,,,,
134,10/25/2023 10:42:00,26.72,202.80,,,,
135,10/25/2023 10:43:00,26.81,382.08,,,,
136,10/25/2023 10:44:00,27.28,445.92,,,,
137,10/25/2023 10:45:00,27.24,458.72,,,,
138,10/25/2023 10:46:00,27.24,283.68,,,,
139,10/25/2023 10:47:00,27.41,419.20,,,,
140,10/25/2023 10:48:00,27.37,441.12,,,,
141,10/25/2023 10:49:00,27.37,489.12,,,,
142,10/25/2023 10:50:00,27.37,464.48,,,,
143,10/25/2023 10:51:00,27.32,482.88,,,,
144,10/25/2023 10:52:00,27.28,409.76,,,,
145,10/25/2023 10:53:00,27.32,415.04,,,,
146,10/25/2023 10:54:00,27.32,317.60,,,,
147,10/25/2023 10:55:00,27.32,5.22,,,,
148,10/25/2023 10:56:00,27.32,204.88,,,,
149,10/25/2023 10:57:00,27.32,119.48,,,,
150,10/25/2023 10:58:00,27.28,399.04,,,,
151,10/25/2023 10:59:00,27.32,417.44,,,,
152,10/25/2023 11:00:00,27.37,151.48,,,,
153,10/25/2023 11:01:00,27.45,121.16,,,,
154,10/25/2023 11:02:00,27.45,66.48,,,,
155,10/25/2023 11:03:00,27.41,56.82,,,,
156,10/25/2023 11:04:00,27.37,60.16,,,,
157,10/25/2023 11:05:00,27.32,58.06,,,,
158,10/25/2023 11:06:00,27.28,58.48,,,,
159,10/25/2023 11:07:00,27.28,57.64,,,,
160,10/25/2023 11:08:00,27.24,56.40,,,,
161,10/25/2023 11:09:00,27.24,55.08,,,,
162,10/25/2023 11:10:00,27.15,52.58,,,,
163,10/25/2023 11:11:00,27.20,53.00,,,,
164,10/25/2023 11:12:00,27.15,47.98,,,,
165,10/25/2023 11:13:00,27.11,53.00,,,,
166,10/25/2023 11:14:00,27.15,50.90,,,,
167,10/25/2023 11:15:00,27.11,50.90,,,,
168,10/25/2023 11:16:00,27.11,49.64,,,,
169,10/25/2023 11:17:00,27.07,49.60,,,,
170,10/25/2023 11:18:00,27.07,49.18,,,,
171,10/25/2023 11:19:00,26.98,48.76,,,,
172,10/25/2023 11:20:00,27.02,48.76,,,,
173,10/25/2023 11:21:00,26.98,47.92,,,,
174,10/25/2023 11:22:00,26.94,47.92,,,,
175,10/25/2023 11:23:00,26.94,45.42,,,,
176,10/25/2023 11:24:00,26.90,45.84,,,,
177,10/25/2023 11:25:00,26.85,44.58,,,,
178,10/25/2023 11:26:00,26.85,42.90,,,,
179,10/25/2023 11:27:00,26.85,41.24,,,,
180,10/25/2023 11:28:00,26.85,40.77,,,,
181,10/25/2023 11:29:00,26.81,40.35,,,,
182,10/25/2023 11:30:00,26.81,39.15,,,,
183,10/25/2023 11:31:00,26.77,40.35,,,,
184,10/25/2023 11:32:00,26.81,41.18,,,,
185,10/25/2023 11:33:00,26.81,42.02,,,,
186,10/25/2023 11:34:00,26.72,42.44,,,,
187,10/25/2023 11:35:00,26.68,43.68,,,,
188,10/25/2023 11:36:00,26.68,43.74,,,,
189,10/25/2023 11:37:00,26.72,44.16,,,,
190,10/25/2023 11:38:00,26.68,45.42,,,,
191,10/25/2023 11:39:00,26.68,41.60,,,,
192,10/25/2023 11:40:00,26.64,47.08,,,,
193,10/25/2023 11:41:00,26.64,47.92,,,,
194,10/25/2023 11:42:00,26.60,48.34,,,,
195,10/25/2023 11:43:00,26.64,46.26,,,,
196,10/25/2023 11:44:00,26.60,45.42,,,,
197,10/25/2023 11:45:00,26.60,50.86,,,,
198,10/25/2023 11:46:00,26.60,51.32,,,,
199,10/25/2023 11:47:00,26.60,50.06,,,,
200,10/25/2023 11:48:00,26.64,50.02,,,,
201,10/25/2023 11:49:00,26.60,51.32,,,,
202,10/25/2023 11:50:00,26.60,45.84,,,,
203,10/25/2023 11:51:00,26.60,48.76,,,,
204,10/25/2023 11:52:00,26.60,1384.96,,,,
205,10/25/2023 11:53:00,26.60,918.08,,,,
206,10/25/2023 11:54:00,26.77,7029.76,,,,
207,10/25/2023 11:55:00,26.98,7365.12,,,,
208,10/25/2023 11:56:00,27.11,6210.56,,,,
209,10/25/2023 11:57:00,27.20,2644.48,,,,
210,10/25/2023 11:58:00,27.07,19.39,,,,
211,10/25/2023 11:59:00,26.98,18.55,,,,
212,10/25/2023 12:00:00,26.98,13.06,,,,
213,10/25/2023 12:01:00,26.90,12.85,,,,
214,10/25/2023 12:02:00,26.85,10.74,,,,
215,10/25/2023 12:03:00,26.81,11.60,,,,
216,10/25/2023 12:04:00,26.72,11.60,,,,
217,10/25/2023 12:05:00,26.72,11.57,,,,
218,10/25/2023 12:06:00,26.68,6.08,,,,
219,10/25/2023 12:07:00,26.64,6.48,,,,
220,10/25/2023 12:08:00,26.60,6.29,,,,
221,10/25/2023 12:09:00,26.55,6.11,,,,
222,10/25/2023 12:10:00,26.51,5.67,,,,
223,10/25/2023 12:11:00,26.47,1.88,,,,
224,10/25/2023 12:12:00,26.42,1.88,,,,
225,10/25/2023 12:13:00,26.38,4.83,,,,
226,10/25/2023 12:14:00,26.38,5.85,,,,
227,10/25/2023 12:15:00,26.38,5.25,,,,
228,10/25/2023 12:16:00,26.34,5.67,,,,
229,10/25/2023 12:17:00,26.30,6.08,,,,
230,10/25/2023 12:18:00,26.30,6.27,,,,
231,10/25/2023 12:19:00,26.30,6.27,,,,
232,10/25/2023 12:20:00,26.25,6.27,,,,
233,10/25/2023 12:21:00,26.25,6.08,,,,
234,10/25/2023 12:22:00,26.21,5.88,,,,
235,10/25/2023 12:23:00,26.21,6.08,,,,
236,10/25/2023 12:24:00,26.21,5.69,,,,
237,10/25/2023 12:25:00,26.17,5.69,,,,
238,10/25/2023 12:26:00,26.17,6.29,,,,
239,10/25/2023 12:27:00,26.12,6.29,,,,
240,10/25/2023 12:28:00,26.12,6.50,,,,
241,10/25/2023 12:29:00,26.21,6.29,,,,
242,10/25/2023 12:30:00,26.17,6.29,,,,
243,10/25/2023 12:31:00,26.08,125.64,,,,
244,10/25/2023 12:32:00,26.08,141.64,,,,
245,10/25/2023 12:33:00,26.12,854.72,,,,
246,10/25/2023 12:34:00,26.25,1443.20,,,,
247,10/25/2023 12:35:00,26.42,1358.08,,,,
248,10/25/2023 12:36:00,26.60,1505.92,,,,
249,10/25/2023 12:37:00,26.72,2026.88,,,,
250,10/25/2023 12:38:00,26.77,2184.32,,,,
251,10/25/2023 12:39:00,26.85,2092.16,,,,
252,10/25/2023 12:40:00,26.90,1980.16,,,,
253,10/25/2023 12:41:00,26.98,1889.92,,,,
254,10/25/2023 12:42:00,26.98,1687.68,,,,
255,10/25/2023 12:43:00,27.07,1608.32,,,,
256,10/25/2023 12:44:00,27.02,1588.48,,,,
257,10/25/2023 12:45:00,27.07,1645.44,,,,
258,10/25/2023 12:46:00,27.07,1422.08,,,,
259,10/25/2023 12:47:00,27.07,1265.28,,,,
260,10/25/2023 12:48:00,27.07,1234.24,,,,
261,10/25/2023 12:49:00,27.07,1203.52,,,,
262,10/25/2023 12:50:00,27.11,950.08,,,,
263,10/25/2023 12:51:00,27.15,967.36,,,,
264,10/25/2023 12:52:00,27.07,609.60,,,,
265,10/25/2023 12:53:00,27.11,2389.76,,,,
266,10/25/2023 12:54:00,27.15,2522.24,,,,
267,10/25/2023 12:55:00,27.15,2650.88,,,,
268,10/25/2023 12:56:00,27.07,2913.28,,,,
269,10/25/2023 12:57:00,27.15,1751.04,,,,
270,10/25/2023 12:58:00,27.07,1473.92,,,,
271,10/25/2023 12:59:00,27.15,6016.00,,,,
272,10/25/2023 13:00:00,27.15,5824.00,,,,
273,10/25/2023 13:01:00,27.20,5977.60,,,,
274,10/25/2023 13:02:00,27.15,5816.32,,,,
275,10/25/2023 13:03:00,27.20,6330.88,,,,
276,10/25/2023 13:04:00,27.24,6218.24,,,,
277,10/25/2023 13:05:00,27.24,6425.60,,,,
278,10/25/2023 13:06:00,27.24,6210.56,,,,
279,10/25/2023 13:07:00,27.24,5621.76,,,,
280,10/25/2023 13:08:00,27.28,5327.36,,,,
281,10/25/2023 13:09:00,27.24,4712.96,,,,
282,10/25/2023 13:10:00,27.28,4084.48,,,,
283,10/25/2023 13:11:00,27.28,4134.40,,,,
284,10/25/2023 13:12:00,27.24,4090.88,,,,
285,10/25/2023 13:13:00,27.24,3825.92,,,,
286,10/25/2023 13:14:00,27.20,3592.96,,,,
287,10/25/2023 13:15:00,27.20,3575.04,,,,
288,10/25/2023 13:16:00,27.24,3353.60,,,,
289,10/25/2023 13:17:00,27.24,3240.96,,,,
290,10/25/2023 13:18:00,27.24,3146.24,,,,
291,10/25/2023 13:19:00,27.24,3050.24,,,,
292,10/25/2023 13:20:00,27.28,3011.84,,,,
293,10/25/2023 13:21:00,27.24,2952.96,,,,
294,10/25/2023 13:22:00,27.28,2856.96,,,,
295,10/25/2023 13:23:00,27.28,2886.40,,,,
296,10/25/2023 13:24:00,27.28,2735.36,,,,
297,10/25/2023 13:25:00,27.24,2679.04,,,,
298,10/25/2023 13:26:00,27.28,942.40,,,,
299,10/25/2023 13:27:00,27.24,793.60,,,,
300,10/25/2023 13:28:00,27.20,1767.04,,,,
301,10/25/2023 13:29:00,27.24,7385.60,,,,
302,10/25/2023 13:30:00,27.24,5084.16,,,,
303,10/25/2023 13:31:00,27.20,4706.56,,,,
304,10/25/2023 13:32:00,27.11,1571.20,,,,
305,10/25/2023 13:33:00,27.28,9633.28,,,,
306,10/25/2023 13:34:00,27.20,8061.44,,,,
307,10/25/2023 13:35:00,27.20,7278.08,,,,
308,10/25/2023 13:36:00,27.15,5073.92,,,,
309,10/25/2023 13:37:00,27.24,7091.20,,,,
310,10/25/2023 13:38:00,27.28,7185.92,,,,
311,10/25/2023 13:39:00,27.24,4200.96,,,,
312,10/25/2023 13:40:00,27.28,18944.00,,,,
313,10/25/2023 13:41:00,27.28,17489.92,,,,
314,10/25/2023 13:42:00,27.24,13260.80,,,,
315,10/25/2023 13:43:00,27.24,13946.88,,,,
316,10/25/2023 13:44:00,27.28,15989.76,,,,
317,10/25/2023 13:45:00,27.32,18222.08,,,,
318,10/25/2023 13:46:00,27.32,17710.08,,,,
319,10/25/2023 13:47:00,27.37,17669.12,,,,
320,10/25/2023 13:48:00,27.41,17868.80,,,,
321,10/25/2023 13:49:00,27.41,18452.48,,,,
322,10/25/2023 13:50:00,27.45,19804.16,,,,
323,10/25/2023 13:51:00,27.45,19553.28,,,,
324,10/25/2023 13:52:00,27.45,20382.72,,,,
325,10/25/2023 13:53:00,27.50,19092.48,,,,
326,10/25/2023 13:54:00,27.45,21790.72,,,,
327,10/25/2023 13:55:00,27.50,21964.80,,,,
328,10/25/2023 13:56:00,27.54,21504.00,,,,
329,10/25/2023 13:57:00,27.50,21319.68,,,,
330,10/25/2023 13:58:00,27.50,19312.64,,,,
331,10/25/2023 13:59:00,27.54,19358.72,,,,
332,10/25/2023 14:00:00,27.50,17868.80,,,,
333,10/25/2023 14:01:00,27.54,18406.40,,,,
334,10/25/2023 14:02:00,27.50,15810.56,,,,
335,10/25/2023 14:03:00,27.45,18519.04,,,,
336,10/25/2023 14:04:00,27.45,18355.20,,,,
337,10/25/2023 14:05:00,27.50,17198.08,,,,
338,10/25/2023 14:06:00,27.45,17525.76,,,,
339,10/25/2023 14:07:00,27.45,18216.96,,,,
340,10/25/2023 14:08:00,27.50,18503.68,,,,
341,10/25/2023 14:09:00,27.50,20316.16,,,,
342,10/25/2023 14:10:00,27.50,20572.16,,,,
343,10/25/2023 14:11:00,27.54,21207.04,,,,
344,10/25/2023 14:12:00,27.54,20961.28,,,,
345,10/25/2023 14:13:00,27.54,17054.72,,,,
346,10/25/2023 14:14:00,27.54,19937.28,,,,
347,10/25/2023 14:15:00,27.58,20034.56,,,,
348,10/25/2023 14:16:00,27.50,20464.64,,,,
349,10/25/2023 14:17:00,27.54,18595.84,,,,
350,10/25/2023 14:18:00,27.54,15539.20,,,,
351,10/25/2023 14:19:00,27.58,20183.04,,,,
352,10/25/2023 14:20:00,27.54,22261.76,,,,
353,10/25/2023 14:21:00,27.54,19932.16,,,,
354,10/25/2023 14:22:00,27.63,22558.72,,,,
355,10/25/2023 14:23:00,27.58,22896.64,,,,
356,10/25/2023 14:24:00,27.58,21278.72,,,,
357,10/25/2023 14:25:00,27.58,21135.36,,,,
358,10/25/2023 14:26:00,27.63,21575.68,,,,
359,10/25/2023 14:27:00,27.63,22671.36,,,,
360,10/25/2023 14:28:00,27.58,20546.56,,,,
361,10/25/2023 14:29:00,27.58,21073.92,,,,
362,10/25/2023 14:30:00,27.63,21022.72,,,,
363,10/25/2023 14:31:00,27.63,20812.80,,,,
364,10/25/2023 14:32:00,27.58,19527.68,,,,
365,10/25/2023 14:33:00,27.58,18365.44,,,,
366,10/25/2023 14:34:00,27.58,20024.32,,,,
367,10/25/2023 14:35:00,27.58,19041.28,,,,
368,10/25/2023 14:36:00,27.58,19589.12,,,,
369,10/25/2023 14:37:00,27.58,19788.80,,,,
370,10/25/2023 14:38:00,27.58,20746.24,,,,
371,10/25/2023 14:39:00,27.58,20904.96,,,,
372,10/25/2023 14:40:00,27.63,21678.08,,,,
373,10/25/2023 14:41:00,27.63,21114.88,,,,
374,10/25/2023 14:42:00,27.63,21186.56,,,,
375,10/25/2023 14:43:00,27.63,20423.68,,,,
376,10/25/2023 14:44:00,27.58,20879.36,,,,
377,10/25/2023 14:45:00,27.58,19118.08,,,,
378,10/25/2023 14:46:00,27.63,19829.76,,,,
379,10/25/2023 14:47:00,27.54,18211.84,,,,
380,10/25/2023 14:48:00,27.58,18181.12,,,,
381,10/25/2023 14:49:00,27.58,18483.20,,,,
382,10/25/2023 14:50:00,27.58,18821.12,,,,
383,10/25/2023 14:51:00,27.63,18385.92,,,,
384,10/25/2023 14:52:00,27.58,17648.64,,,,
385,10/25/2023 14:53:00,27.58,18826.24,,,,
386,10/25/2023 14:54:00,27.58,17781.76,,,,
387,10/25/2023 14:55:00,27.58,18334.72,,,,
388,10/25/2023 14:56:00,27.58,18877.44,,,,
389,10/25/2023 14:57:00,27.63,18636.80,,,,
390,10/25/2023 14:58:00,27.63,18370.56,,,,
391,10/25/2023 14:59:00,27.58,17745.92,,,,
392,10/25/2023 15:00:00,27.63,16839.68,,,,
393,10/25/2023 15:01:00,27.58,16302.08,,,,
394,10/25/2023 15:02:00,27.54,15687.68,,,,
395,10/25/2023 15:03:00,27.54,15815.68,,,,
396,10/25/2023 15:04:00,27.58,14146.56,,,,
397,10/25/2023 15:05:00,27.58,14351.36,,,,
398,10/25/2023 15:06:00,27.54,16020.48,,,,
399,10/25/2023 15:07:00,27.54,16076.80,,,,
400,10/25/2023 15:08:00,27.54,16276.48,,,,
401,10/25/2023 15:09:00,27.54,16542.72,,,,
402,10/25/2023 15:10:00,27.54,16148.48,,,,
403,10/25/2023 15:11:00,27.54,16097.28,,,,
404,10/25/2023 15:12:00,27.54,14464.00,,,,
405,10/25/2023 15:13:00,27.54,15498.24,,,,
406,10/25/2023 15:14:00,27.54,14515.20,,,,
407,10/25/2023 15:15:00,27.54,15580.16,,,,
408,10/25/2023 15:16:00,27.50,15559.68,,,,
409,10/25/2023 15:17:00,27.54,16276.48,,,,
410,10/25/2023 15:18:00,27.54,16496.64,,,,
411,10/25/2023 15:19:00,27.58,15477.76,,,,
412,10/25/2023 15:20:00,27.54,16558.08,,,,
413,10/25/2023 15:21:00,27.58,16097.28,,,,
414,10/25/2023 15:22:00,27.58,15861.76,,,,
415,10/25/2023 15:23:00,27.54,16711.68,,,,
416,10/25/2023 15:24:00,27.58,16348.16,,,,
417,10/25/2023 15:25:00,27.58,16399.36,,,,
418,10/25/2023 15:26:00,27.58,16337.92,,,,
419,10/25/2023 15:27:00,27.58,16839.68,,,,
420,10/25/2023 15:28:00,27.54,15800.32,,,,
421,10/25/2023 15:29:00,27.58,14530.56,,,,
422,10/25/2023 15:30:00,27.58,14448.64,,,,
423,10/25/2023 15:31:00,27.54,15508.48,,,,
424,10/25/2023 15:32:00,27.58,14161.92,,,,
425,10/25/2023 15:33:00,27.58,15150.08,,,,
426,10/25/2023 15:34:00,27.58,14561.28,,,,
427,10/25/2023 15:35:00,27.58,15477.76,,,,
428,10/25/2023 15:36:00,27.58,18083.84,,,,
429,10/25/2023 15:37:00,27.63,15462.40,,,,
430,10/25/2023 15:38:00,27.63,14735.36,,,,
431,10/25/2023 15:39:00,27.67,18037.76,,,,
432,10/25/2023 15:40:00,27.58,15365.12,,,,
433,10/25/2023 15:41:00,27.58,16000.00,,,,
434,10/25/2023 15:42:00,27.58,16691.20,,,,
435,10/25/2023 15:43:00,27.63,16281.60,,,,
436,10/25/2023 15:44:00,27.63,14909.44,,,,
437,10/25/2023 15:45:00,27.58,14100.48,,,,
438,10/25/2023 15:46:00,27.63,14940.16,,,,
439,10/25/2023 15:47:00,27.63,13219.84,,,,
440,10/25/2023 15:48:00,27.54,13122.56,,,,
441,10/25/2023 15:49:00,27.58,13793.28,,,,
442,10/25/2023 15:50:00,27.58,11914.24,,,,
443,10/25/2023 15:51:00,27.50,12482.56,,,,
444,10/25/2023 15:52:00,27.54,12615.68,,,,
445,10/25/2023 15:53:00,27.50,12508.16,,,,
446,10/25/2023 15:54:00,27.54,13173.76,,,,
447,10/25/2023 15:55:00,27.54,13117.44,,,,
448,10/25/2023 15:56:00,27.58,12984.32,,,,
449,10/25/2023 15:57:00,27.54,13480.96,,,,
450,10/25/2023 15:58:00,27.50,12083.20,,,,
451,10/25/2023 15:59:00,27.50,11909.12,,,,
452,10/25/2023 16:00:00,27.50,11601.92,,,,
453,10/25/2023 16:01:00,27.50,10567.68,,,,
454,10/25/2023 16:02:00,27.45,9666.56,,,,
455,10/25/2023 16:03:00,27.45,8261.12,,,,
456,10/25/2023 16:04:00,27.45,8261.12,,,,
457,10/25/2023 16:05:00,27.41,7505.92,,,,
458,10/25/2023 16:06:00,27.41,6599.68,,,,
459,10/25/2023 16:07:00,27.41,6776.32,,,,
460,10/25/2023 16:08:00,27.37,6435.84,,,,
461,10/25/2023 16:09:00,27.37,6863.36,,,,
462,10/25/2023 16:10:00,27.41,7224.32,,,,
463,10/25/2023 16:11:00,27.37,7165.44,,,,
464,10/25/2023 16:12:00,27.41,8435.20,,,,
465,10/25/2023 16:13:00,27.41,10048.00,,,,
466,10/25/2023 16:14:00,27.37,7792.64,,,,
467,10/25/2023 16:15:00,27.41,8563.20,,,,
468,10/25/2023 16:16:00,27.41,8616.96,,,,
469,10/25/2023 16:17:00,27.45,9612.80,,,,
470,10/25/2023 16:18:00,27.41,8931.84,,,,
471,10/25/2023 16:19:00,27.45,9674.24,,,,
472,10/25/2023 16:20:00,27.45,10442.24,,,,
473,10/25/2023 16:21:00,27.50,11028.48,,,,
474,10/25/2023 16:22:00,27.45,10711.04,,,,
475,10/25/2023 16:23:00,27.45,10168.32,,,,
476,10/25/2023 16:24:00,27.45,10613.76,,,,
477,10/25/2023 16:25:00,27.45,9566.72,,,,
478,10/25/2023 16:26:00,27.41,9600.00,,,,
479,10/25/2023 16:27:00,27.45,8616.96,,,,
480,10/25/2023 16:28:00,27.45,8348.16,,,,
481,10/25/2023 16:29:00,27.45,7526.40,,,,
482,10/25/2023 16:30:00,27.41,7185.92,,,,
483,10/25/2023 16:31:00,27.37,6492.16,,,,
484,10/25/2023 16:32:00,27.37,5949.44,,,,
485,10/25/2023 16:33:00,27.32,4880.64,,,,
486,10/25/2023 16:34:00,27.37,6023.68,,,,
487,10/25/2023 16:35:00,27.37,5862.40,,,,
488,10/25/2023 16:36:00,27.37,5611.52,,,,
489,10/25/2023 16:37:00,27.37,6205.44,,,,
490,10/25/2023 16:38:00,27.37,5905.92,,,,
491,10/25/2023 16:39:00,27.37,5816.32,,,,
492,10/25/2023 16:40:00,27.32,5803.52,,,,
493,10/25/2023 16:41:00,27.32,5468.16,,,,
494,10/25/2023 16:42:00,27.32,5185.28,,,,
495,10/25/2023 16:43:00,27.32,4977.92,,,,
496,10/25/2023 16:44:00,27.32,4615.68,,,,
497,10/25/2023 16:45:00,27.32,4572.16,,,,
498,10/25/2023 16:46:00,27.28,4167.68,,,,
499,10/25/2023 16:47:00,27.28,4010.24,,,,
500,10/25/2023 16:48:00,27.28,3525.12,,,,
501,10/25/2023 16:49:00,27.28,3779.84,,,,
502,10/25/2023 16:50:00,27.28,3214.08,,,,
503,10/25/2023 16:51:00,27.28,3485.44,,,,
