Plot Title: CT_347,,,,,,,,
#,"Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °C (LGR S/N: 20739347, SEN S/N: 20739347)",Coupler Detached (LGR S/N: 20739347),Coupler Attached (LGR S/N: 20739347),Host Connected (LGR S/N: 20739347),Stopped (LGR S/N: 20739347),End Of File (LGR S/N: 20739347)
1,10/25/2023 10:06:00,0,25.61,Logged,,,,
2,10/25/2023 10:07:00,0,26.488,,,,,
3,10/25/2023 10:08:00,25208.1,26.488,,,,,
4,10/25/2023 10:09:00,25296.8,26.195,,,,,
5,10/25/2023 10:10:00,25307.7,26,,,,,
6,10/25/2023 10:11:00,25237,25.902,,,,,
7,10/25/2023 10:12:00,25186.4,25.805,,,,,
8,10/25/2023 10:13:00,971.5,25.805,,,,,
9,10/25/2023 10:14:00,997.8,25.708,,,,,
10,10/25/2023 10:15:00,990.4,25.708,,,,,
11,10/25/2023 10:16:00,988.3,25.61,,,,,
12,10/25/2023 10:17:00,990.4,25.513,,,,,
13,10/25/2023 10:18:00,988.8,25.513,,,,,
14,10/25/2023 10:19:00,983.1,25.513,,,,,
15,10/25/2023 10:20:00,733.4,26.879,,,,,
16,10/25/2023 10:21:00,728.9,27.173,,,,,
17,10/25/2023 10:22:00,727.3,27.075,,,,,
18,10/25/2023 10:23:00,725.3,26.879,,,,,
19,10/25/2023 10:24:00,722.2,26.781,,,,,
20,10/25/2023 10:25:00,723.8,26.683,,,,,
21,10/25/2023 10:26:00,944.3,26.683,,,,,
22,10/25/2023 10:27:00,933.9,26.683,,,,,
23,10/25/2023 10:28:00,927.6,26.585,,,,,
24,10/25/2023 10:29:00,744.6,27.075,,,,,
25,10/25/2023 10:30:00,887.1,27.468,,,,,
26,10/25/2023 10:31:00,875.2,27.862,,,,,
27,10/25/2023 10:32:00,841.5,27.862,,,,,
28,10/25/2023 10:33:00,824.5,27.764,,,,,
29,10/25/2023 10:34:00,793.2,27.665,,,,,
30,10/25/2023 10:35:00,770.2,27.567,,,,,
31,10/25/2023 10:36:00,744.1,27.468,,,,,
32,10/25/2023 10:37:00,715.6,27.468,,,,,
33,10/25/2023 10:38:00,675.7,27.37,,,,,
34,10/25/2023 10:39:00,640.4,27.37,,,,,
35,10/25/2023 10:40:00,584.4,27.272,,,,,
36,10/25/2023 10:41:00,541.7,27.272,,,,,
37,10/25/2023 10:42:00,479.8,27.173,,,,,
38,10/25/2023 10:43:00,449,27.173,,,,,
39,10/25/2023 10:44:00,426.2,27.173,,,,,
40,10/25/2023 10:45:00,408.3,27.075,,,,,
41,10/25/2023 10:46:00,404.9,27.075,,,,,
42,10/25/2023 10:47:00,399.6,27.075,,,,,
43,10/25/2023 10:48:00,399.6,27.272,,,,,
44,10/25/2023 10:49:00,381.7,27.567,,,,,
45,10/25/2023 10:50:00,376.9,27.567,,,,,
46,10/25/2023 10:51:00,432,27.468,,,,,
47,10/25/2023 10:52:00,428.6,27.468,,,,,
48,10/25/2023 10:53:00,413.6,27.468,,,,,
49,10/25/2023 10:54:00,403.4,27.468,,,,,
50,10/25/2023 10:55:00,397.6,27.37,,,,,
51,10/25/2023 10:56:00,386.6,27.468,,,,,
52,10/25/2023 10:57:00,359.7,27.567,,,,,
53,10/25/2023 10:58:00,352.5,27.567,,,,,
54,10/25/2023 10:59:00,346.8,27.468,,,,,
55,10/25/2023 11:00:00,333.9,27.468,,,,,
56,10/25/2023 11:01:00,312.5,27.468,,,,,
57,10/25/2023 11:02:00,307.7,27.468,,,,,
58,10/25/2023 11:03:00,303.5,27.468,,,,,
59,10/25/2023 11:04:00,296.9,27.37,,,,,
60,10/25/2023 11:05:00,295.9,27.37,,,,,
61,10/25/2023 11:06:00,311.5,27.37,,,,,
62,10/25/2023 11:07:00,322.9,27.37,,,,,
63,10/25/2023 11:08:00,332,27.37,,,,,
64,10/25/2023 11:09:00,337.2,27.37,,,,,
65,10/25/2023 11:10:00,345.3,27.272,,,,,
66,10/25/2023 11:11:00,352,27.272,,,,,
67,10/25/2023 11:12:00,355.4,27.272,,,,,
68,10/25/2023 11:13:00,357.3,27.272,,,,,
69,10/25/2023 11:14:00,359.2,27.173,,,,,
70,10/25/2023 11:15:00,361.6,27.173,,,,,
71,10/25/2023 11:16:00,362.5,27.173,,,,,
72,10/25/2023 11:17:00,363,27.173,,,,,
73,10/25/2023 11:18:00,362.5,27.075,,,,,
74,10/25/2023 11:19:00,362.5,27.075,,,,,
75,10/25/2023 11:20:00,362.5,26.977,,,,,
76,10/25/2023 11:21:00,362.1,26.977,,,,,
77,10/25/2023 11:22:00,361.6,26.977,,,,,
78,10/25/2023 11:23:00,359.7,26.879,,,,,
79,10/25/2023 11:24:00,357.8,26.879,,,,,
80,10/25/2023 11:25:00,356.3,26.781,,,,,
81,10/25/2023 11:26:00,355.8,26.781,,,,,
82,10/25/2023 11:27:00,354.9,26.781,,,,,
83,10/25/2023 11:28:00,353,26.683,,,,,
84,10/25/2023 11:29:00,350.6,26.683,,,,,
85,10/25/2023 11:30:00,348.7,26.683,,,,,
86,10/25/2023 11:31:00,345.8,26.683,,,,,
87,10/25/2023 11:32:00,342.9,26.585,,,,,
88,10/25/2023 11:33:00,340.6,26.585,,,,,
89,10/25/2023 11:34:00,338.6,26.585,,,,,
90,10/25/2023 11:35:00,337.2,26.488,,,,,
91,10/25/2023 11:36:00,333.9,26.488,,,,,
92,10/25/2023 11:37:00,333.9,26.488,,,,,
93,10/25/2023 11:38:00,331.5,26.488,,,,,
94,10/25/2023 11:39:00,330.1,26.39,,,,,
95,10/25/2023 11:40:00,328.6,26.39,,,,,
96,10/25/2023 11:41:00,326.7,26.39,,,,,
97,10/25/2023 11:42:00,326.3,26.39,,,,,
98,10/25/2023 11:43:00,324.8,26.39,,,,,
99,10/25/2023 11:44:00,322.9,26.39,,,,,
100,10/25/2023 11:45:00,321.5,26.292,,,,,
101,10/25/2023 11:46:00,321.5,26.292,,,,,
102,10/25/2023 11:47:00,320.1,26.292,,,,,
103,10/25/2023 11:48:00,314.4,26.292,,,,,
104,10/25/2023 11:49:00,319.6,26.292,,,,,
105,10/25/2023 11:50:00,320.6,26.292,,,,,
106,10/25/2023 11:51:00,321.5,26.292,,,,,
107,10/25/2023 11:52:00,321,26.292,,,,,
108,10/25/2023 11:53:00,322,26.195,,,,,
109,10/25/2023 11:54:00,320.6,26.195,,,,,
110,10/25/2023 11:55:00,321,26.195,,,,,
111,10/25/2023 11:56:00,322,26.195,,,,,
112,10/25/2023 11:57:00,320.6,26.195,,,,,
113,10/25/2023 11:58:00,318.2,26.195,,,,,
114,10/25/2023 11:59:00,314.4,26.195,,,,,
115,10/25/2023 12:00:00,309.2,26.195,,,,,
116,10/25/2023 12:01:00,307.7,26.195,,,,,
117,10/25/2023 12:02:00,304.9,26.195,,,,,
118,10/25/2023 12:03:00,305.4,26.195,,,,,
119,10/25/2023 12:04:00,306.8,26.195,,,,,
120,10/25/2023 12:05:00,308.2,26.195,,,,,
121,10/25/2023 12:06:00,311.1,26.195,,,,,
122,10/25/2023 12:07:00,311.1,26.195,,,,,
123,10/25/2023 12:08:00,310.6,26.097,,,,,
124,10/25/2023 12:09:00,308.2,26.097,,,,,
125,10/25/2023 12:10:00,305.4,26.097,,,,,
126,10/25/2023 12:11:00,306.8,26,,,,,
127,10/25/2023 12:12:00,308.2,26,,,,,
128,10/25/2023 12:13:00,308.2,26,,,,,
129,10/25/2023 12:14:00,308.7,26,,,,,
130,10/25/2023 12:15:00,309.2,26,,,,,
131,10/25/2023 12:16:00,309.6,26,,,,,
132,10/25/2023 12:17:00,311.1,26,,,,,
133,10/25/2023 12:18:00,312.5,26,,,,,
134,10/25/2023 12:19:00,313,26,,,,,
135,10/25/2023 12:20:00,313.9,26,,,,,
136,10/25/2023 12:21:00,312,26,,,,,
137,10/25/2023 12:22:00,310.6,26,,,,,
138,10/25/2023 12:23:00,308.7,25.902,,,,,
139,10/25/2023 12:24:00,307.7,25.902,,,,,
140,10/25/2023 12:25:00,309.6,25.902,,,,,
141,10/25/2023 12:26:00,312,25.902,,,,,
142,10/25/2023 12:27:00,313.4,26,,,,,
143,10/25/2023 12:28:00,315.3,26,,,,,
144,10/25/2023 12:29:00,315.3,25.902,,,,,
145,10/25/2023 12:30:00,316.3,25.902,,,,,
146,10/25/2023 12:31:00,316.3,25.902,,,,,
147,10/25/2023 12:32:00,317.7,25.902,,,,,
148,10/25/2023 12:33:00,315.8,25.902,,,,,
149,10/25/2023 12:34:00,315.3,25.902,,,,,
150,10/25/2023 12:35:00,318.2,25.902,,,,,
151,10/25/2023 12:36:00,318.2,25.902,,,,,
152,10/25/2023 12:37:00,319.1,25.902,,,,,
153,10/25/2023 12:38:00,318.2,25.902,,,,,
154,10/25/2023 12:39:00,319.1,25.902,,,,,
155,10/25/2023 12:40:00,321,25.902,,,,,
156,10/25/2023 12:41:00,322.9,25.902,,,,,
157,10/25/2023 12:42:00,324.8,25.902,,,,,
158,10/25/2023 12:43:00,326.7,25.805,,,,,
159,10/25/2023 12:44:00,328.6,25.805,,,,,
160,10/25/2023 12:45:00,330.1,25.805,,,,,
161,10/25/2023 12:46:00,331,25.805,,,,,
162,10/25/2023 12:47:00,330.1,25.805,,,,,
163,10/25/2023 12:48:00,331.5,25.805,,,,,
164,10/25/2023 12:49:00,331.5,25.805,,,,,
165,10/25/2023 12:50:00,332,25.805,,,,,
166,10/25/2023 12:51:00,333.4,25.805,,,,,
167,10/25/2023 12:52:00,334.4,25.805,,,,,
168,10/25/2023 12:53:00,335.8,25.805,,,,,
