"Plot Title: CT_324"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739324, SEN S/N: 20739324)","Temp, °C (LGR S/N: 20739324, SEN S/N: 20739324)","Coupler Detached (LGR S/N: 20739324)","End Of File (LGR S/N: 20739324)"
52,11/03/23 08:00:51 AM,0.0,26.54,,
53,11/03/23 08:00:52 AM,0.0,26.54,,
54,11/03/23 08:00:53 AM,0.0,26.54,,
55,11/03/23 08:00:54 AM,0.0,26.54,,
56,11/03/23 08:00:55 AM,0.0,26.54,,
57,11/03/23 08:00:56 AM,0.0,26.54,,
58,11/03/23 08:00:57 AM,0.0,26.54,,
59,11/03/23 08:00:58 AM,0.0,26.54,,
60,11/03/23 08:00:59 AM,0.0,26.54,,
61,11/03/23 08:01:00 AM,0.0,26.56,,
62,11/03/23 08:01:01 AM,0.0,26.54,,
63,11/03/23 08:01:02 AM,0.0,26.56,,
64,11/03/23 08:01:03 AM,0.0,26.54,,
65,11/03/23 08:01:04 AM,0.0,26.56,,
66,11/03/23 08:01:05 AM,0.0,26.54,,
67,11/03/23 08:01:06 AM,0.0,26.56,,
68,11/03/23 08:01:07 AM,0.0,26.56,,
69,11/03/23 08:01:08 AM,0.0,26.56,,
70,11/03/23 08:01:09 AM,0.0,26.54,,
71,11/03/23 08:01:10 AM,0.0,26.54,,
72,11/03/23 08:01:11 AM,0.0,26.54,,
73,11/03/23 08:01:12 AM,0.0,26.56,,
74,11/03/23 08:01:13 AM,0.0,26.56,,
75,11/03/23 08:01:14 AM,0.0,26.56,,
76,11/03/23 08:01:15 AM,0.0,26.56,,
77,11/03/23 08:01:16 AM,0.0,26.56,,
78,11/03/23 08:01:17 AM,0.0,26.56,,
79,11/03/23 08:01:18 AM,0.0,26.56,,
80,11/03/23 08:01:19 AM,0.0,26.56,,
81,11/03/23 08:01:20 AM,0.0,26.56,,
82,11/03/23 08:01:21 AM,0.0,26.56,,
83,11/03/23 08:01:22 AM,0.0,26.56,,
84,11/03/23 08:01:23 AM,0.0,26.56,,
85,11/03/23 08:01:24 AM,0.0,26.56,,
86,11/03/23 08:01:25 AM,0.0,26.56,,
87,11/03/23 08:01:26 AM,0.0,26.56,,
88,11/03/23 08:01:27 AM,0.0,26.56,,
89,11/03/23 08:01:28 AM,0.0,26.56,,
90,11/03/23 08:01:29 AM,0.0,26.56,,
91,11/03/23 08:01:30 AM,0.0,26.56,,
92,11/03/23 08:01:31 AM,0.0,26.56,,
93,11/03/23 08:01:32 AM,0.0,26.56,,
94,11/03/23 08:01:33 AM,0.0,26.56,,
95,11/03/23 08:01:34 AM,0.0,26.56,,
96,11/03/23 08:01:35 AM,0.0,26.57,,
97,11/03/23 08:01:36 AM,0.0,26.56,,
98,11/03/23 08:01:37 AM,0.0,26.56,,
99,11/03/23 08:01:38 AM,0.0,26.56,,
100,11/03/23 08:01:39 AM,0.0,26.57,,
101,11/03/23 08:01:40 AM,0.0,26.56,,
102,11/03/23 08:01:41 AM,0.0,26.57,,
103,11/03/23 08:01:42 AM,0.0,26.57,,
104,11/03/23 08:01:43 AM,0.0,26.56,,
105,11/03/23 08:01:44 AM,0.0,26.56,,
106,11/03/23 08:01:45 AM,0.0,26.57,,
107,11/03/23 08:01:46 AM,0.0,26.57,,
108,11/03/23 08:01:47 AM,0.0,26.57,,
109,11/03/23 08:01:48 AM,0.0,26.57,,
110,11/03/23 08:01:49 AM,0.0,26.57,,
111,11/03/23 08:01:50 AM,0.0,26.57,,
112,11/03/23 08:01:51 AM,0.0,26.57,,
113,11/03/23 08:01:52 AM,0.0,26.57,,
114,11/03/23 08:01:53 AM,0.0,26.57,,
115,11/03/23 08:01:54 AM,0.0,26.57,,
116,11/03/23 08:01:55 AM,0.0,26.57,,
117,11/03/23 08:01:56 AM,0.0,26.57,,
118,11/03/23 08:01:57 AM,0.0,26.57,,
119,11/03/23 08:01:58 AM,0.0,26.57,,
120,11/03/23 08:01:59 AM,0.0,26.57,,
121,11/03/23 08:02:00 AM,0.0,26.57,,
122,11/03/23 08:02:01 AM,0.0,26.57,,
123,11/03/23 08:02:02 AM,0.0,26.57,,
124,11/03/23 08:02:03 AM,0.0,26.57,,
125,11/03/23 08:02:04 AM,0.0,26.57,,
126,11/03/23 08:02:05 AM,0.0,26.57,,
127,11/03/23 08:02:06 AM,0.0,26.57,,
128,11/03/23 08:02:07 AM,0.0,26.57,,
129,11/03/23 08:02:08 AM,0.0,26.57,,
130,11/03/23 08:02:09 AM,0.0,26.57,,
131,11/03/23 08:02:10 AM,0.0,26.57,,
132,11/03/23 08:02:11 AM,0.0,26.57,,
133,11/03/23 08:02:12 AM,0.0,26.57,,
134,11/03/23 08:02:13 AM,0.0,26.57,,
135,11/03/23 08:02:14 AM,0.0,26.57,,
136,11/03/23 08:02:15 AM,0.0,26.57,,
137,11/03/23 08:02:16 AM,0.0,26.57,,
138,11/03/23 08:02:17 AM,0.0,26.57,,
139,11/03/23 08:02:18 AM,0.0,26.57,,
140,11/03/23 08:02:19 AM,0.0,26.57,,
141,11/03/23 08:02:20 AM,0.0,26.57,,
142,11/03/23 08:02:21 AM,0.0,26.57,,
143,11/03/23 08:02:22 AM,0.0,26.58,,
144,11/03/23 08:02:23 AM,0.0,26.57,,
145,11/03/23 08:02:24 AM,0.0,26.57,,
146,11/03/23 08:02:25 AM,0.0,26.57,,
147,11/03/23 08:02:26 AM,0.0,26.57,,
148,11/03/23 08:02:27 AM,0.0,26.53,,
149,11/03/23 08:02:28 AM,0.0,26.53,,
150,11/03/23 08:02:29 AM,0.0,26.56,,
151,11/03/23 08:02:30 AM,0.0,26.58,,
152,11/03/23 08:02:31 AM,0.0,26.59,,
153,11/03/23 08:02:32 AM,0.0,26.59,,
154,11/03/23 08:02:33 AM,0.0,26.59,,
155,11/03/23 08:02:34 AM,0.0,26.59,,
156,11/03/23 08:02:35 AM,0.0,26.61,,
157,11/03/23 08:02:36 AM,0.0,26.61,,
158,11/03/23 08:02:37 AM,0.0,26.61,,
159,11/03/23 08:02:38 AM,0.0,26.61,,
160,11/03/23 08:02:39 AM,0.0,26.62,,
161,11/03/23 08:02:40 AM,0.0,26.62,,
162,11/03/23 08:02:41 AM,0.0,26.63,,
163,11/03/23 08:02:42 AM,0.0,26.64,,
164,11/03/23 08:02:43 AM,0.0,26.66,,
165,11/03/23 08:02:44 AM,0.0,26.64,,
166,11/03/23 08:02:45 AM,0.0,26.64,,
167,11/03/23 08:02:46 AM,0.0,26.64,,
168,11/03/23 08:02:47 AM,0.0,26.64,,
169,11/03/23 08:02:48 AM,0.0,26.66,,
170,11/03/23 08:02:49 AM,0.0,26.66,,
171,11/03/23 08:02:50 AM,0.0,26.66,,
172,11/03/23 08:02:51 AM,0.0,26.67,,
173,11/03/23 08:02:52 AM,0.0,26.68,,
174,11/03/23 08:02:53 AM,0.0,26.68,,
175,11/03/23 08:02:54 AM,0.0,26.69,,
176,11/03/23 08:02:55 AM,0.0,26.69,,
177,11/03/23 08:02:56 AM,0.0,26.69,,
178,11/03/23 08:02:57 AM,0.0,26.69,,
179,11/03/23 08:02:58 AM,0.0,26.68,,
180,11/03/23 08:02:59 AM,0.0,26.69,,
181,11/03/23 08:03:00 AM,0.0,26.70,,
182,11/03/23 08:03:01 AM,0.0,26.69,,
183,11/03/23 08:03:02 AM,33788.7,26.90,,
184,11/03/23 08:03:03 AM,40707.3,27.02,,
185,11/03/23 08:03:04 AM,40618.7,27.03,,
186,11/03/23 08:03:05 AM,40514.4,27.05,,
187,11/03/23 08:03:06 AM,40430.5,27.05,,
188,11/03/23 08:03:07 AM,40331.0,27.05,,
189,11/03/23 08:03:08 AM,40303.2,27.06,,
190,11/03/23 08:03:09 AM,40291.3,27.07,,
191,11/03/23 08:03:10 AM,40311.1,27.07,,
192,11/03/23 08:03:11 AM,40303.2,27.07,,
193,11/03/23 08:03:12 AM,40295.2,27.08,,
194,11/03/23 08:03:13 AM,40319.1,27.08,,
195,11/03/23 08:03:14 AM,40358.8,27.07,,
196,11/03/23 08:03:15 AM,40311.1,27.08,,
197,11/03/23 08:03:16 AM,40338.9,27.08,,
198,11/03/23 08:03:17 AM,40342.9,27.08,,
199,11/03/23 08:03:18 AM,40334.9,27.08,,
200,11/03/23 08:03:19 AM,40362.8,27.08,,
201,11/03/23 08:03:20 AM,40374.7,27.08,,
202,11/03/23 08:03:21 AM,40422.5,27.10,,
203,11/03/23 08:03:22 AM,40323.0,27.10,,
204,11/03/23 08:03:23 AM,40338.9,27.10,,
205,11/03/23 08:03:24 AM,40394.6,27.10,,
206,11/03/23 08:03:25 AM,40362.8,27.08,,
207,11/03/23 08:03:26 AM,40323.0,27.10,,
208,11/03/23 08:03:27 AM,40370.7,27.10,,
209,11/03/23 08:03:28 AM,40362.8,27.10,,
210,11/03/23 08:03:29 AM,40334.9,27.10,,
211,11/03/23 08:03:30 AM,40374.7,27.10,,
212,11/03/23 08:03:31 AM,40358.8,27.10,,
213,11/03/23 08:03:32 AM,40342.9,27.10,,
214,11/03/23 08:03:33 AM,40386.6,27.08,,
215,11/03/23 08:03:34 AM,40370.7,27.08,,
216,11/03/23 08:03:35 AM,40386.6,27.08,,
217,11/03/23 08:03:36 AM,40366.7,27.10,,
218,11/03/23 08:03:37 AM,40334.9,27.10,,
219,11/03/23 08:03:38 AM,40374.7,27.08,,
220,11/03/23 08:03:39 AM,40366.7,27.10,,
221,11/03/23 08:03:40 AM,40358.8,27.11,,
222,11/03/23 08:03:41 AM,40350.8,27.10,,
223,11/03/23 08:03:42 AM,40438.5,27.10,,
224,11/03/23 08:03:43 AM,40386.6,27.10,,
225,11/03/23 08:03:44 AM,40386.6,27.10,,
226,11/03/23 08:03:45 AM,40386.6,27.10,,
227,11/03/23 08:03:46 AM,40378.7,27.10,,
228,11/03/23 08:03:47 AM,40422.5,27.10,,
229,11/03/23 08:03:48 AM,40366.7,27.10,,
230,11/03/23 08:03:49 AM,40386.6,27.10,,
231,11/03/23 08:03:50 AM,40366.7,27.11,,
232,11/03/23 08:03:51 AM,40390.6,27.10,,
233,11/03/23 08:03:52 AM,40374.7,27.10,,
234,11/03/23 08:03:53 AM,40390.6,27.10,,
235,11/03/23 08:03:54 AM,40410.5,27.10,,
236,11/03/23 08:03:55 AM,40418.5,27.08,,
237,11/03/23 08:03:56 AM,40338.9,27.10,,
238,11/03/23 08:03:57 AM,40370.7,27.10,,
239,11/03/23 08:03:58 AM,40386.6,27.10,,
240,11/03/23 08:03:59 AM,40394.6,27.10,,
241,11/03/23 08:04:00 AM,40386.6,27.11,,
242,11/03/23 08:04:01 AM,40366.7,27.10,,
243,11/03/23 08:04:02 AM,40382.7,27.11,,
244,11/03/23 08:04:03 AM,40394.6,27.10,,
245,11/03/23 08:04:04 AM,40366.7,27.11,,
246,11/03/23 08:04:05 AM,40422.5,27.10,,
247,11/03/23 08:04:06 AM,40370.7,27.10,,
248,11/03/23 08:04:07 AM,40390.6,27.11,,
249,11/03/23 08:04:08 AM,40410.5,27.10,,
250,11/03/23 08:04:09 AM,40390.6,27.10,,
251,11/03/23 08:04:10 AM,40386.6,27.10,,
252,11/03/23 08:04:11 AM,40390.6,27.11,,
253,11/03/23 08:04:12 AM,40386.6,27.10,,
254,11/03/23 08:04:13 AM,40406.6,27.10,,
255,11/03/23 08:04:14 AM,40422.5,27.11,,
256,11/03/23 08:04:15 AM,40390.6,27.10,,
257,11/03/23 08:04:16 AM,40406.6,27.10,,
258,11/03/23 08:04:17 AM,40386.6,27.10,,
259,11/03/23 08:04:18 AM,40358.8,27.10,,
260,11/03/23 08:04:19 AM,40354.8,27.10,,
261,11/03/23 08:04:20 AM,40386.6,27.11,,
262,11/03/23 08:04:21 AM,40382.7,27.10,,
263,11/03/23 08:04:22 AM,40390.6,27.10,,
264,11/03/23 08:04:23 AM,40370.7,27.10,,
265,11/03/23 08:04:24 AM,40370.7,27.10,,
266,11/03/23 08:04:25 AM,40323.0,27.10,,
267,11/03/23 08:04:26 AM,40346.9,27.11,,
268,11/03/23 08:04:27 AM,40366.7,27.11,,
269,11/03/23 08:04:28 AM,40366.7,27.10,,
270,11/03/23 08:04:29 AM,40370.7,27.11,,
271,11/03/23 08:04:30 AM,40346.9,27.11,,
272,11/03/23 08:04:31 AM,40358.8,27.11,,
273,11/03/23 08:04:32 AM,40382.7,27.10,,
274,11/03/23 08:04:33 AM,40374.7,27.11,,
275,11/03/23 08:04:34 AM,40350.8,27.11,,
276,11/03/23 08:04:35 AM,40334.9,27.11,,
277,11/03/23 08:04:36 AM,40350.8,27.10,,
278,11/03/23 08:04:37 AM,40331.0,27.10,,
279,11/03/23 08:04:38 AM,40334.9,27.11,,
280,11/03/23 08:04:39 AM,40350.8,27.11,,
281,11/03/23 08:04:40 AM,40331.0,27.11,,
282,11/03/23 08:04:41 AM,40374.7,27.11,,
283,11/03/23 08:04:42 AM,40358.8,27.11,,
284,11/03/23 08:04:43 AM,40350.8,27.10,,
285,11/03/23 08:04:44 AM,40366.7,27.10,,
286,11/03/23 08:04:45 AM,40374.7,27.10,,
287,11/03/23 08:04:46 AM,40338.9,27.11,,
288,11/03/23 08:04:47 AM,40370.7,27.11,,
289,11/03/23 08:04:48 AM,40338.9,27.10,,
290,11/03/23 08:04:49 AM,40370.7,27.10,,
291,11/03/23 08:04:50 AM,40323.0,27.10,,
292,11/03/23 08:04:51 AM,40323.0,27.10,,
293,11/03/23 08:04:52 AM,40311.1,27.10,,
294,11/03/23 08:04:53 AM,40323.0,27.10,,
295,11/03/23 08:04:54 AM,40354.8,27.10,,
296,11/03/23 08:04:55 AM,40323.0,27.11,,
297,11/03/23 08:04:56 AM,40350.8,27.11,,
298,11/03/23 08:04:57 AM,40315.1,27.10,,
299,11/03/23 08:04:58 AM,40354.8,27.11,,
300,11/03/23 08:04:59 AM,40334.9,27.11,,
301,11/03/23 08:05:00 AM,40338.9,27.11,,
302,11/03/23 08:05:01 AM,40346.9,27.11,,
303,11/03/23 08:05:02 AM,40350.8,27.11,,
304,11/03/23 08:05:03 AM,40334.9,27.10,,
305,11/03/23 08:05:04 AM,40303.2,27.10,,
306,11/03/23 08:05:05 AM,40295.2,27.10,,
307,11/03/23 08:05:06 AM,40331.0,27.10,,
308,11/03/23 08:05:07 AM,40323.0,27.11,,
309,11/03/23 08:05:08 AM,40354.8,27.11,,
310,11/03/23 08:05:09 AM,40319.1,27.11,,
311,11/03/23 08:05:10 AM,40331.0,27.11,,
312,11/03/23 08:05:11 AM,40315.1,27.11,,
313,11/03/23 08:05:12 AM,40319.1,27.11,,
314,11/03/23 08:05:13 AM,40299.2,27.11,,
315,11/03/23 08:05:14 AM,40315.1,27.11,,
316,11/03/23 08:05:15 AM,40334.9,27.11,,
317,11/03/23 08:05:16 AM,40366.7,27.10,,
318,11/03/23 08:05:17 AM,40346.9,27.11,,
319,11/03/23 08:05:18 AM,40334.9,27.11,,
320,11/03/23 08:05:19 AM,40295.2,27.11,,
321,11/03/23 08:05:20 AM,40319.1,27.11,,
322,11/03/23 08:05:21 AM,40346.9,27.11,,
323,11/03/23 08:05:22 AM,40331.0,27.10,,
324,11/03/23 08:05:23 AM,40331.0,27.12,,
325,11/03/23 08:05:24 AM,40346.9,27.11,,
326,11/03/23 08:05:25 AM,40323.0,27.11,,
327,11/03/23 08:05:26 AM,40331.0,27.12,,
328,11/03/23 08:05:27 AM,40334.9,27.12,,
329,11/03/23 08:05:28 AM,40346.9,27.11,,
330,11/03/23 08:05:29 AM,40315.1,27.10,,
331,11/03/23 08:05:30 AM,40319.1,27.11,,
332,11/03/23 08:05:31 AM,40303.2,27.12,,
333,11/03/23 08:05:32 AM,40331.0,27.12,,
334,11/03/23 08:05:33 AM,40311.1,27.10,,
335,11/03/23 08:05:34 AM,40323.0,27.11,,
336,11/03/23 08:05:35 AM,40362.8,27.11,,
337,11/03/23 08:05:36 AM,40346.9,27.10,,
338,11/03/23 08:05:37 AM,40338.9,27.11,,
339,11/03/23 08:05:38 AM,40362.8,27.11,,
340,11/03/23 08:05:39 AM,40319.1,27.11,,
341,11/03/23 08:05:40 AM,40299.2,27.11,,
342,11/03/23 08:05:41 AM,40331.0,27.11,,
343,11/03/23 08:05:42 AM,40295.2,27.11,,
344,11/03/23 08:05:43 AM,40319.1,27.11,,
345,11/03/23 08:05:44 AM,40295.2,27.12,,
346,11/03/23 08:05:45 AM,40323.0,27.11,,
347,11/03/23 08:05:46 AM,40323.0,27.10,,
348,11/03/23 08:05:47 AM,40323.0,27.10,,
349,11/03/23 08:05:48 AM,40334.9,27.11,,
350,11/03/23 08:05:49 AM,40370.7,27.10,,
351,11/03/23 08:05:50 AM,40319.1,27.10,,
352,11/03/23 08:05:51 AM,40334.9,27.10,,
353,11/03/23 08:05:52 AM,40319.1,27.10,,
354,11/03/23 08:05:53 AM,40311.1,27.11,,
355,11/03/23 08:05:54 AM,40311.1,27.11,,
356,11/03/23 08:05:55 AM,40315.1,27.11,,
357,11/03/23 08:05:56 AM,40311.1,27.10,,
358,11/03/23 08:05:57 AM,40334.9,27.10,,
359,11/03/23 08:05:58 AM,40319.1,27.11,,
360,11/03/23 08:05:59 AM,40303.2,27.10,,
361,11/03/23 08:06:00 AM,40259.6,27.11,,
362,11/03/23 08:06:01 AM,40323.0,27.10,,
363,11/03/23 08:06:02 AM,40319.1,27.11,,
364,11/03/23 08:06:03 AM,40283.3,27.10,,
365,11/03/23 08:06:04 AM,40362.8,27.11,,
366,11/03/23 08:06:05 AM,40279.4,27.10,,
367,11/03/23 08:06:06 AM,40319.1,27.10,,
368,11/03/23 08:06:07 AM,40331.0,27.10,,
369,11/03/23 08:06:08 AM,40331.0,27.10,,
370,11/03/23 08:06:09 AM,40338.9,27.10,,
371,11/03/23 08:06:10 AM,40299.2,27.11,,
372,11/03/23 08:06:11 AM,40295.2,27.10,,
373,11/03/23 08:06:12 AM,40299.2,27.10,,
374,11/03/23 08:06:13 AM,40283.3,27.10,,
375,11/03/23 08:06:14 AM,40295.2,27.10,,
376,11/03/23 08:06:15 AM,40283.3,27.11,,
377,11/03/23 08:06:16 AM,40303.2,27.11,,
378,11/03/23 08:06:17 AM,40315.1,27.11,,
379,11/03/23 08:06:18 AM,40299.2,27.10,,
380,11/03/23 08:06:19 AM,40299.2,27.11,,
381,11/03/23 08:06:20 AM,40267.5,27.11,,
382,11/03/23 08:06:21 AM,40327.0,27.11,,
383,11/03/23 08:06:22 AM,40251.7,27.11,,
384,11/03/23 08:06:23 AM,40299.2,27.11,,
385,11/03/23 08:06:24 AM,40331.0,27.11,,
386,11/03/23 08:06:25 AM,27705.8,27.12,,
387,11/03/23 08:06:26 AM,2748.6,26.95,,
388,11/03/23 08:06:27 AM,40188.4,26.97,,
389,11/03/23 08:06:28 AM,40263.5,27.08,,
390,11/03/23 08:06:29 AM,39925.4,27.08,,
391,11/03/23 08:06:30 AM,40239.8,27.10,,
392,11/03/23 08:06:31 AM,40299.2,27.10,,
393,11/03/23 08:06:32 AM,40327.0,27.10,,
394,11/03/23 08:06:33 AM,40311.1,27.11,,
395,11/03/23 08:06:34 AM,40279.4,27.11,,
396,11/03/23 08:06:35 AM,40299.2,27.11,,
397,11/03/23 08:06:36 AM,40291.3,27.10,,
398,11/03/23 08:06:37 AM,40311.1,27.11,,
399,11/03/23 08:06:38 AM,40275.4,27.11,,
400,11/03/23 08:06:39 AM,40263.5,27.11,,
401,11/03/23 08:06:40 AM,40279.4,27.10,,
402,11/03/23 08:06:41 AM,40291.3,27.11,,
403,11/03/23 08:06:42 AM,40295.2,27.11,,
404,11/03/23 08:06:43 AM,40275.4,27.11,,
405,11/03/23 08:06:44 AM,40263.5,27.11,,
406,11/03/23 08:06:45 AM,40247.7,27.11,,
407,11/03/23 08:06:46 AM,40283.3,27.10,,
408,11/03/23 08:06:47 AM,40259.6,27.11,,
409,11/03/23 08:06:48 AM,40291.3,27.11,,
410,11/03/23 08:06:49 AM,40247.7,27.12,,
411,11/03/23 08:06:50 AM,40267.5,27.11,,
412,11/03/23 08:06:51 AM,40291.3,27.11,,
413,11/03/23 08:06:52 AM,40275.4,27.11,,
414,11/03/23 08:06:53 AM,40334.9,27.11,,
415,11/03/23 08:06:54 AM,40291.3,27.10,,
416,11/03/23 08:06:55 AM,40279.4,27.11,,
417,11/03/23 08:06:56 AM,40263.5,27.11,,
418,11/03/23 08:06:57 AM,40279.4,27.12,,
419,11/03/23 08:06:58 AM,40291.3,27.12,,
420,11/03/23 08:06:59 AM,40267.5,27.11,,
421,11/03/23 08:07:00 AM,40255.6,27.11,,
422,11/03/23 08:07:01 AM,4068.6,27.10,,
423,11/03/23 08:07:02 AM,2583.9,26.99,,
424,11/03/23 08:07:03 AM,2288.8,27.00,,
425,11/03/23 08:07:04 AM,2232.8,26.96,,
426,11/03/23 08:07:05 AM,2177.5,26.96,,
427,11/03/23 08:07:06 AM,1915.4,26.97,,
428,11/03/23 08:07:07 AM,2154.2,26.96,,
429,11/03/23 08:07:08 AM,2267.7,26.99,,
430,11/03/23 08:07:09 AM,2235.1,27.00,,
431,11/03/23 08:07:10 AM,2175.8,26.99,,
432,11/03/23 08:07:11 AM,2118.4,27.00,,
433,11/03/23 08:07:12 AM,2065.6,27.01,,
434,11/03/23 08:07:13 AM,2010.1,27.01,,
435,11/03/23 08:07:14 AM,1959.9,27.01,,
436,11/03/23 08:07:15 AM,1914.3,27.02,,
437,11/03/23 08:07:16 AM,1873.8,27.00,,
438,11/03/23 08:07:17 AM,1835.1,27.00,,
439,11/03/23 08:07:18 AM,1800.4,27.00,,
440,11/03/23 08:07:19 AM,1770.3,27.00,,
441,11/03/23 08:07:20 AM,1741.3,27.00,,
442,11/03/23 08:07:21 AM,1715.1,27.01,,
443,11/03/23 08:07:22 AM,1691.2,27.01,,
444,11/03/23 08:07:23 AM,1667.4,27.01,,
445,11/03/23 08:07:24 AM,1648.0,27.01,,
446,11/03/23 08:07:25 AM,1628.1,26.99,,
447,11/03/23 08:07:26 AM,1611.5,26.99,,
448,11/03/23 08:07:27 AM,1594.4,27.00,,
449,11/03/23 08:07:28 AM,1578.4,27.01,,
450,11/03/23 08:07:29 AM,1564.1,27.02,,
451,11/03/23 08:07:30 AM,1550.3,27.01,,
452,11/03/23 08:07:31 AM,1536.6,27.01,,
453,11/03/23 08:07:32 AM,1525.6,26.99,,
454,11/03/23 08:07:33 AM,1515.7,26.99,,
455,11/03/23 08:07:34 AM,1506.9,26.99,,
456,11/03/23 08:07:35 AM,1499.8,26.99,,
457,11/03/23 08:07:36 AM,1493.2,26.97,,
458,11/03/23 08:07:37 AM,1487.8,26.97,,
459,11/03/23 08:07:38 AM,1479.6,26.97,,
460,11/03/23 08:07:39 AM,1473.5,26.96,,
461,11/03/23 08:07:40 AM,1467.5,26.95,,
462,11/03/23 08:07:41 AM,1461.0,26.92,,
463,11/03/23 08:07:42 AM,1456.1,26.91,,
464,11/03/23 08:07:43 AM,1452.8,26.91,,
465,11/03/23 08:07:44 AM,1451.2,26.91,,
466,11/03/23 08:07:45 AM,1448.4,26.92,,
467,11/03/23 08:07:46 AM,1447.3,26.92,,
468,11/03/23 08:07:47 AM,1445.2,26.94,,
469,11/03/23 08:07:48 AM,1441.9,26.92,,
470,11/03/23 08:07:49 AM,1441.3,26.94,,
471,11/03/23 08:07:50 AM,1438.1,26.94,,
472,11/03/23 08:07:51 AM,1435.9,26.92,,
473,11/03/23 08:07:52 AM,1433.7,26.92,,
474,11/03/23 08:07:53 AM,1431.5,26.92,,
475,11/03/23 08:07:54 AM,1429.3,26.91,,
476,11/03/23 08:07:55 AM,1427.2,26.91,,
477,11/03/23 08:07:56 AM,1422.8,26.88,,
478,11/03/23 08:07:57 AM,1418.5,26.86,,
479,11/03/23 08:07:58 AM,1415.7,26.86,,
480,11/03/23 08:07:59 AM,1412.5,26.86,,
481,11/03/23 08:08:00 AM,1409.8,26.86,,
482,11/03/23 08:08:01 AM,1407.6,26.84,,
483,11/03/23 08:08:02 AM,1404.3,26.83,,
484,11/03/23 08:08:03 AM,1402.7,26.84,,
485,11/03/23 08:08:04 AM,1398.9,26.81,,
486,11/03/23 08:08:05 AM,1396.7,26.80,,
487,11/03/23 08:08:06 AM,1393.5,26.79,,
488,11/03/23 08:08:07 AM,1391.3,26.79,,
489,11/03/23 08:08:08 AM,1388.6,26.79,,
490,11/03/23 08:08:09 AM,1426.1,26.80,,
491,11/03/23 08:08:10 AM,1494.9,26.79,,
492,11/03/23 08:08:11 AM,1467.5,26.80,,
493,11/03/23 08:08:12 AM,1442.4,26.81,,
494,11/03/23 08:08:13 AM,1426.1,26.80,,
495,11/03/23 08:08:14 AM,1413.0,26.80,,
496,11/03/23 08:08:15 AM,1396.7,26.78,,
