#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/24/2023 12:00:00,34.75,9.62,,,,
2,10/24/2023 12:01:00,34.70,7.16,,,,
3,10/24/2023 12:02:00,34.70,6.93,,,,
4,10/24/2023 12:03:00,34.66,8.81,,,,
5,10/24/2023 12:04:00,34.57,7.57,,,,
6,10/24/2023 12:05:00,34.57,5.91,,,,
7,10/24/2023 12:06:00,34.53,6.73,,,,
8,10/24/2023 12:07:00,34.57,4.29,,,,
9,10/24/2023 12:08:00,34.57,19.86,,,,
10,10/24/2023 12:09:00,34.57,20.27,,,,
11,10/24/2023 12:10:00,34.57,11.66,,,,
12,10/24/2023 12:11:00,34.53,12.47,,,,
13,10/24/2023 12:12:00,34.57,12.47,,,,
14,10/24/2023 12:13:00,34.49,14.93,,,,
15,10/24/2023 12:14:00,34.45,10.21,,,,
16,10/24/2023 12:15:00,34.32,15.34,,,,
17,10/24/2023 12:16:00,34.15,12.67,,,,
18,10/24/2023 12:17:00,34.02,15.14,,,,
19,10/24/2023 12:18:00,33.89,13.31,,,,
20,10/24/2023 12:19:00,33.80,21.26,,,,
21,10/24/2023 12:20:00,33.76,51.10,,,,
22,10/24/2023 12:21:00,33.63,18.62,,,,
23,10/24/2023 12:22:00,33.59,12.67,,,,
24,10/24/2023 12:23:00,33.59,22.30,,,,
25,10/24/2023 12:24:00,33.55,24.18,,,,
26,10/24/2023 12:25:00,33.50,10.87,,,,
27,10/24/2023 12:26:00,33.50,21.11,,,,
28,10/24/2023 12:27:00,33.46,18.01,,,,
29,10/24/2023 12:28:00,33.46,6.75,,,,
30,10/24/2023 12:29:00,33.50,8.18,,,,
31,10/24/2023 12:30:00,33.55,6.75,,,,
32,10/24/2023 12:31:00,33.50,14.02,,,,
33,10/24/2023 12:32:00,33.50,11.53,,,,
34,10/24/2023 12:33:00,33.50,12.34,,,,
35,10/24/2023 12:34:00,33.55,10.89,,,,
36,10/24/2023 12:35:00,33.50,13.36,,,,
37,10/24/2023 12:36:00,33.55,15.44,,,,
38,10/24/2023 12:37:00,33.55,13.38,,,,
39,10/24/2023 12:38:00,33.59,13.18,,,,
40,10/24/2023 12:39:00,33.59,5.71,,,,
41,10/24/2023 12:40:00,33.63,6.12,,,,
42,10/24/2023 12:41:00,33.72,6.52,,,,
43,10/24/2023 12:42:00,33.72,6.12,,,,
44,10/24/2023 12:43:00,33.80,5.30,,,,
45,10/24/2023 12:44:00,33.76,5.51,,,,
46,10/24/2023 12:45:00,33.80,5.10,,,,
47,10/24/2023 12:46:00,33.80,5.30,,,,
48,10/24/2023 12:47:00,33.85,6.12,,,,
49,10/24/2023 12:48:00,33.85,5.51,,,,
50,10/24/2023 12:49:00,33.85,5.30,,,,
51,10/24/2023 12:50:00,33.85,4.90,,,,
52,10/24/2023 12:51:00,33.85,5.30,,,,
53,10/24/2023 12:52:00,33.89,5.10,,,,
54,10/24/2023 12:53:00,33.85,5.10,,,,
55,10/24/2023 12:54:00,33.85,5.30,,,,
56,10/24/2023 12:55:00,33.85,5.51,,,,
57,10/24/2023 12:56:00,33.76,5.71,,,,
58,10/24/2023 12:57:00,33.76,5.71,,,,
59,10/24/2023 12:58:00,33.76,5.51,,,,
60,10/24/2023 12:59:00,33.76,5.71,,,,
61,10/24/2023 13:00:00,33.72,5.51,,,,
62,10/24/2023 13:01:00,33.72,5.91,,,,
63,10/24/2023 13:02:00,33.67,7.13,,,,
64,10/24/2023 13:03:00,33.67,6.32,,,,
65,10/24/2023 13:04:00,33.63,5.51,,,,
66,10/24/2023 13:05:00,33.63,4.06,,,,
67,10/24/2023 13:06:00,33.59,4.69,,,,
68,10/24/2023 13:07:00,33.63,4.49,,,,
69,10/24/2023 13:08:00,33.55,4.90,,,,
70,10/24/2023 13:09:00,33.59,3.48,,,,
71,10/24/2023 13:10:00,33.59,4.29,,,,
72,10/24/2023 13:11:00,33.55,22.91,,,,
73,10/24/2023 13:12:00,33.55,15.77,,,,
74,10/24/2023 13:13:00,33.55,15.95,,,,
75,10/24/2023 13:14:00,33.50,13.51,,,,
76,10/24/2023 13:15:00,33.50,12.47,,,,
77,10/24/2023 13:16:00,33.50,7.16,,,,
78,10/24/2023 13:17:00,33.46,7.77,,,,
79,10/24/2023 13:18:00,33.46,13.08,,,,
80,10/24/2023 13:19:00,33.42,15.34,,,,
81,10/24/2023 13:20:00,33.42,14.12,,,,
82,10/24/2023 13:21:00,33.42,13.51,,,,
83,10/24/2023 13:22:00,33.37,10.00,,,,
84,10/24/2023 13:23:00,33.37,5.30,,,,
85,10/24/2023 13:24:00,33.33,8.18,,,,
86,10/24/2023 13:25:00,33.33,9.19,,,,
87,10/24/2023 13:26:00,33.29,9.19,,,,
88,10/24/2023 13:27:00,33.20,10.84,,,,
89,10/24/2023 13:28:00,33.16,10.03,,,,
90,10/24/2023 13:29:00,33.07,9.19,,,,
91,10/24/2023 13:30:00,33.03,7.77,,,,
92,10/24/2023 13:31:00,32.99,8.58,,,,
93,10/24/2023 13:32:00,32.86,8.38,,,,
94,10/24/2023 13:33:00,32.77,8.38,,,,
95,10/24/2023 13:34:00,32.73,7.77,,,,
96,10/24/2023 13:35:00,32.60,8.18,,,,
97,10/24/2023 13:36:00,32.52,7.74,,,,
98,10/24/2023 13:37:00,32.47,7.57,,,,
99,10/24/2023 13:38:00,32.43,7.77,,,,
100,10/24/2023 13:39:00,32.30,8.58,,,,
101,10/24/2023 13:40:00,32.22,6.93,,,,
102,10/24/2023 13:41:00,32.09,7.77,,,,
103,10/24/2023 13:42:00,32.00,5.10,,,,
104,10/24/2023 13:43:00,32.00,7.57,,,,
105,10/24/2023 13:44:00,31.96,7.36,,,,
106,10/24/2023 13:45:00,31.96,6.93,,,,
107,10/24/2023 13:46:00,31.96,7.54,,,,
108,10/24/2023 13:47:00,31.92,3.65,,,,
109,10/24/2023 13:48:00,31.87,6.52,,,,
110,10/24/2023 13:49:00,31.87,10.84,,,,
111,10/24/2023 13:50:00,31.87,1232.32,,,,
112,10/24/2023 13:51:00,31.83,1130.56,,,,
113,10/24/2023 13:52:00,31.66,1042.88,,,,
114,10/24/2023 13:53:00,31.44,65.48,,,,
115,10/24/2023 13:54:00,31.36,62.64,,,,
116,10/24/2023 13:55:00,31.31,63.44,,,,
117,10/24/2023 13:56:00,31.23,43.78,,,,
118,10/24/2023 13:57:00,31.14,65.12,,,,
119,10/24/2023 13:58:00,31.06,84.32,,,,
120,10/24/2023 13:59:00,31.01,136.84,,,,
121,10/24/2023 14:00:00,30.97,185.12,,,,
122,10/24/2023 14:01:00,30.93,74.58,,,,
123,10/24/2023 14:02:00,30.93,103.24,,,,
124,10/24/2023 14:03:00,30.97,78.64,,,,
125,10/24/2023 14:04:00,30.93,50.40,,,,
126,10/24/2023 14:05:00,30.97,60.20,,,,
127,10/24/2023 14:06:00,30.93,52.84,,,,
128,10/24/2023 14:07:00,30.89,67.98,,,,
129,10/24/2023 14:08:00,30.93,57.30,,,,
130,10/24/2023 14:09:00,30.89,71.22,,,,
131,10/24/2023 14:10:00,30.84,56.08,,,,
132,10/24/2023 14:11:00,30.89,60.56,,,,
133,10/24/2023 14:12:00,30.84,60.56,,,,
