#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
65,10/25/2023 09:33:00,27.24,419.52,,,,
66,10/25/2023 09:34:00,27.24,425.76,,,,
67,10/25/2023 09:35:00,27.24,429.12,,,,
68,10/25/2023 09:36:00,27.28,432.64,,,,
69,10/25/2023 09:37:00,27.28,441.28,,,,
70,10/25/2023 09:38:00,27.28,436.00,,,,
71,10/25/2023 09:39:00,27.24,419.52,,,,
72,10/25/2023 09:40:00,27.28,422.88,,,,
73,10/25/2023 09:41:00,27.24,408.32,,,,
74,10/25/2023 09:42:00,27.28,302.88,,,,
75,10/25/2023 09:43:00,27.24,294.96,,,,
76,10/25/2023 09:44:00,27.24,294.08,,,,
77,10/25/2023 09:45:00,27.24,302.00,,,,
78,10/25/2023 09:46:00,27.24,282.08,,,,
79,10/25/2023 09:47:00,27.24,273.44,,,,
80,10/25/2023 09:48:00,27.28,241.44,,,,
81,10/25/2023 09:49:00,27.24,258.64,,,,
82,10/25/2023 09:50:00,27.32,265.52,,,,
83,10/25/2023 09:51:00,27.32,305.44,,,,
84,10/25/2023 09:52:00,27.28,285.52,,,,
85,10/25/2023 09:53:00,27.28,244.00,,,,
86,10/25/2023 09:54:00,27.28,293.20,,,,
87,10/25/2023 09:55:00,27.32,250.88,,,,
88,10/25/2023 09:56:00,27.28,243.20,,,,
89,10/25/2023 09:57:00,27.32,241.44,,,,
90,10/25/2023 09:58:00,27.32,296.88,,,,
91,10/25/2023 09:59:00,27.32,361.44,,,,
92,10/25/2023 10:00:00,27.28,230.24,,,,
93,10/25/2023 10:01:00,27.37,227.68,,,,
94,10/25/2023 10:02:00,27.32,287.20,,,,
95,10/25/2023 10:03:00,27.32,307.20,,,,
96,10/25/2023 10:04:00,27.32,301.20,,,,
97,10/25/2023 10:05:00,27.32,305.44,,,,
98,10/25/2023 10:06:00,27.28,304.64,,,,
99,10/25/2023 10:07:00,27.28,295.20,,,,
100,10/25/2023 10:08:00,27.32,183.44,,,,
101,10/25/2023 10:09:00,27.32,201.52,,,,
102,10/25/2023 10:10:00,27.37,212.88,,,,
103,10/25/2023 10:11:00,27.32,272.64,,,,
104,10/25/2023 10:12:00,27.28,250.88,,,,
105,10/25/2023 10:13:00,27.28,129.84,,,,
106,10/25/2023 10:14:00,27.32,173.12,,,,
107,10/25/2023 10:15:00,27.28,201.52,,,,
108,10/25/2023 10:16:00,27.24,184.32,,,,
109,10/25/2023 10:17:00,27.28,233.68,,,,
110,10/25/2023 10:18:00,27.28,159.20,,,,
111,10/25/2023 10:19:00,27.45,219.76,,,,
112,10/25/2023 10:20:00,27.54,601.12,,,,
113,10/25/2023 10:21:00,27.45,619.04,,,,
114,10/25/2023 10:22:00,27.37,677.76,,,,
115,10/25/2023 10:23:00,27.37,649.12,,,,
116,10/25/2023 10:24:00,27.32,608.80,,,,
117,10/25/2023 10:25:00,27.28,607.04,,,,
118,10/25/2023 10:26:00,27.20,594.24,,,,
119,10/25/2023 10:27:00,27.15,556.00,,,,
120,10/25/2023 10:28:00,27.11,521.60,,,,
121,10/25/2023 10:29:00,27.02,503.36,,,,
122,10/25/2023 10:30:00,27.02,508.48,,,,
123,10/25/2023 10:31:00,26.98,504.16,,,,
124,10/25/2023 10:32:00,26.94,517.28,,,,
125,10/25/2023 10:33:00,26.90,511.84,,,,
126,10/25/2023 10:34:00,26.85,515.52,,,,
127,10/25/2023 10:35:00,26.81,509.60,,,,
128,10/25/2023 10:36:00,26.81,540.48,,,,
129,10/25/2023 10:37:00,26.77,563.68,,,,
130,10/25/2023 10:38:00,26.68,577.92,,,,
131,10/25/2023 10:39:00,26.68,562.88,,,,
132,10/25/2023 10:40:00,26.72,588.16,,,,
133,10/25/2023 10:41:00,26.68,626.88,,,,
134,10/25/2023 10:42:00,26.72,298.64,,,,
135,10/25/2023 10:43:00,26.85,311.52,,,,
136,10/25/2023 10:44:00,27.41,308.88,,,,
137,10/25/2023 10:45:00,27.45,343.52,,,,
138,10/25/2023 10:46:00,27.50,372.96,,,,
139,10/25/2023 10:47:00,27.50,391.20,,,,
140,10/25/2023 10:48:00,27.45,423.20,,,,
141,10/25/2023 10:49:00,27.45,492.96,,,,
142,10/25/2023 10:50:00,27.41,454.40,,,,
143,10/25/2023 10:51:00,27.41,478.40,,,,
144,10/25/2023 10:52:00,27.37,357.28,,,,
145,10/25/2023 10:53:00,27.41,779.20,,,,
146,10/25/2023 10:54:00,27.41,58.96,,,,
147,10/25/2023 10:55:00,27.45,787.20,,,,
148,10/25/2023 10:56:00,27.50,427.52,,,,
149,10/25/2023 10:57:00,27.41,103.00,,,,
150,10/25/2023 10:58:00,27.37,124.60,,,,
151,10/25/2023 10:59:00,27.37,119.44,,,,
152,10/25/2023 11:00:00,27.32,112.56,,,,
153,10/25/2023 11:01:00,27.28,115.12,,,,
154,10/25/2023 11:02:00,27.71,1749.12,,,,
155,10/25/2023 11:03:00,29.04,205.12,,,,
156,10/25/2023 11:04:00,29.34,63.64,,,,
157,10/25/2023 11:05:00,29.30,64.06,,,,
158,10/25/2023 11:06:00,29.17,61.50,,,,
159,10/25/2023 11:07:00,29.00,58.92,,,,
160,10/25/2023 11:08:00,28.83,57.14,,,,
161,10/25/2023 11:09:00,28.74,54.56,,,,
162,10/25/2023 11:10:00,28.65,51.98,,,,
163,10/25/2023 11:11:00,28.53,51.12,,,,
164,10/25/2023 11:12:00,28.40,45.92,,,,
165,10/25/2023 11:13:00,28.31,50.64,,,,
166,10/25/2023 11:14:00,28.18,50.64,,,,
167,10/25/2023 11:15:00,28.10,50.64,,,,
168,10/25/2023 11:16:00,28.01,50.64,,,,
169,10/25/2023 11:17:00,27.97,50.22,,,,
170,10/25/2023 11:18:00,27.88,49.78,,,,
171,10/25/2023 11:19:00,27.80,49.36,,,,
172,10/25/2023 11:20:00,27.75,48.92,,,,
173,10/25/2023 11:21:00,27.71,47.64,,,,
174,10/25/2023 11:22:00,27.58,47.20,,,,
175,10/25/2023 11:23:00,27.50,45.00,,,,
176,10/25/2023 11:24:00,27.45,38.99,,,,
177,10/25/2023 11:25:00,27.41,37.22,,,,
178,10/25/2023 11:26:00,27.32,35.07,,,,
179,10/25/2023 11:27:00,27.28,33.78,,,,
180,10/25/2023 11:28:00,27.28,32.92,,,,
181,10/25/2023 11:29:00,27.20,33.30,,,,
182,10/25/2023 11:30:00,27.20,33.30,,,,
183,10/25/2023 11:31:00,27.15,33.73,,,,
184,10/25/2023 11:32:00,27.11,33.78,,,,
185,10/25/2023 11:33:00,27.02,34.64,,,,
186,10/25/2023 11:34:00,27.02,35.50,,,,
187,10/25/2023 11:35:00,26.98,36.36,,,,
188,10/25/2023 11:36:00,26.94,36.79,,,,
189,10/25/2023 11:37:00,26.90,37.22,,,,
190,10/25/2023 11:38:00,26.85,38.08,,,,
191,10/25/2023 11:39:00,26.85,31.15,,,,
192,10/25/2023 11:40:00,26.81,38.94,,,,
193,10/25/2023 11:41:00,26.81,39.37,,,,
194,10/25/2023 11:42:00,26.85,40.23,,,,
195,10/25/2023 11:43:00,26.77,39.37,,,,
196,10/25/2023 11:44:00,26.72,34.64,,,,
197,10/25/2023 11:45:00,26.77,41.56,,,,
198,10/25/2023 11:46:00,26.72,42.86,,,,
199,10/25/2023 11:47:00,26.68,43.28,,,,
200,10/25/2023 11:48:00,26.68,39.42,,,,
201,10/25/2023 11:49:00,26.68,45.44,,,,
202,10/25/2023 11:50:00,26.64,40.28,,,,
203,10/25/2023 11:51:00,26.64,50.64,,,,
204,10/25/2023 11:52:00,26.68,24.22,,,,
205,10/25/2023 11:53:00,26.64,20.35,,,,
206,10/25/2023 11:54:00,26.55,593.76,,,,
207,10/25/2023 11:55:00,26.60,533.12,,,,
208,10/25/2023 11:56:00,26.64,367.04,,,,
209,10/25/2023 11:57:00,26.64,1299.20,,,,
210,10/25/2023 11:58:00,26.60,70.36,,,,
211,10/25/2023 11:59:00,26.55,74.66,,,,
212,10/25/2023 12:00:00,26.51,58.60,,,,
213,10/25/2023 12:01:00,26.47,59.44,,,,
214,10/25/2023 12:02:00,26.42,60.80,,,,
215,10/25/2023 12:03:00,26.30,66.92,,,,
216,10/25/2023 12:04:00,26.25,68.64,,,,
217,10/25/2023 12:05:00,26.25,66.06,,,,
218,10/25/2023 12:06:00,26.25,28.19,,,,
219,10/25/2023 12:07:00,26.25,28.62,,,,
220,10/25/2023 12:08:00,26.17,29.05,,,,
221,10/25/2023 12:09:00,26.12,29.91,,,,
222,10/25/2023 12:10:00,26.08,20.84,,,,
223,10/25/2023 12:11:00,26.08,1.28,,,,
224,10/25/2023 12:12:00,26.17,1.93,,,,
225,10/25/2023 12:13:00,26.17,30.40,,,,
226,10/25/2023 12:14:00,26.21,31.69,,,,
227,10/25/2023 12:15:00,26.17,32.54,,,,
228,10/25/2023 12:16:00,26.08,32.54,,,,
229,10/25/2023 12:17:00,26.08,32.54,,,,
230,10/25/2023 12:18:00,26.04,33.83,,,,
231,10/25/2023 12:19:00,26.04,32.54,,,,
232,10/25/2023 12:20:00,26.08,33.40,,,,
233,10/25/2023 12:21:00,26.08,32.54,,,,
234,10/25/2023 12:22:00,26.04,32.12,,,,
235,10/25/2023 12:23:00,26.04,33.40,,,,
236,10/25/2023 12:24:00,26.08,34.26,,,,
237,10/25/2023 12:25:00,26.08,35.55,,,,
238,10/25/2023 12:26:00,26.12,34.26,,,,
239,10/25/2023 12:27:00,26.12,33.83,,,,
240,10/25/2023 12:28:00,26.08,33.03,,,,
241,10/25/2023 12:29:00,26.12,34.32,,,,
242,10/25/2023 12:30:00,26.08,38.18,,,,
243,10/25/2023 12:31:00,26.17,130.84,,,,
244,10/25/2023 12:32:00,26.21,111.80,,,,
245,10/25/2023 12:33:00,26.30,1475.20,,,,
246,10/25/2023 12:34:00,26.55,199.52,,,,
247,10/25/2023 12:35:00,26.72,200.16,,,,
248,10/25/2023 12:36:00,26.77,182.16,,,,
249,10/25/2023 12:37:00,26.85,116.52,,,,
250,10/25/2023 12:38:00,26.90,110.52,,,,
251,10/25/2023 12:39:00,26.90,105.36,,,,
252,10/25/2023 12:40:00,26.90,114.80,,,,
253,10/25/2023 12:41:00,26.94,126.96,,,,
254,10/25/2023 12:42:00,26.98,119.96,,,,
255,10/25/2023 12:43:00,27.02,112.24,,,,
256,10/25/2023 12:44:00,26.94,129.52,,,,
257,10/25/2023 12:45:00,27.02,125.24,,,,
258,10/25/2023 12:46:00,27.02,114.80,,,,
259,10/25/2023 12:47:00,26.98,123.52,,,,
260,10/25/2023 12:48:00,26.98,126.08,,,,
261,10/25/2023 12:49:00,27.02,129.52,,,,
262,10/25/2023 12:50:00,27.07,146.84,,,,
263,10/25/2023 12:51:00,27.02,117.40,,,,
264,10/25/2023 12:52:00,26.98,9.05,,,,
265,10/25/2023 12:53:00,27.07,103.64,,,,
266,10/25/2023 12:54:00,27.02,105.36,,,,
267,10/25/2023 12:55:00,27.02,105.36,,,,
268,10/25/2023 12:56:00,27.02,101.08,,,,
269,10/25/2023 12:57:00,26.98,151.12,,,,
270,10/25/2023 12:58:00,27.07,6297.60,,,,
271,10/25/2023 12:59:00,27.20,6420.48,,,,
272,10/25/2023 13:00:00,27.24,6440.96,,,,
273,10/25/2023 13:01:00,27.28,6382.08,,,,
274,10/25/2023 13:02:00,27.32,6479.36,,,,
275,10/25/2023 13:03:00,27.28,6533.12,,,,
276,10/25/2023 13:04:00,27.28,6653.44,,,,
277,10/25/2023 13:05:00,27.28,6714.88,,,,
278,10/25/2023 13:06:00,27.32,6755.84,,,,
279,10/25/2023 13:07:00,27.37,6720.00,,,,
280,10/25/2023 13:08:00,27.32,6704.64,,,,
281,10/25/2023 13:09:00,27.37,6694.40,,,,
282,10/25/2023 13:10:00,27.32,6673.92,,,,
283,10/25/2023 13:11:00,27.32,6709.76,,,,
284,10/25/2023 13:12:00,27.37,6781.44,,,,
285,10/25/2023 13:13:00,27.37,6932.48,,,,
286,10/25/2023 13:14:00,27.37,6991.36,,,,
287,10/25/2023 13:15:00,27.37,6942.72,,,,
288,10/25/2023 13:16:00,27.37,6873.60,,,,
289,10/25/2023 13:17:00,27.37,6899.20,,,,
290,10/25/2023 13:18:00,27.37,6673.92,,,,
291,10/25/2023 13:19:00,27.37,6668.80,,,,
292,10/25/2023 13:20:00,27.32,1831.68,,,,
293,10/25/2023 13:21:00,27.24,779.84,,,,
294,10/25/2023 13:22:00,27.24,10022.40,,,,
295,10/25/2023 13:23:00,27.37,8325.12,,,,
296,10/25/2023 13:24:00,27.41,12047.36,,,,
297,10/25/2023 13:25:00,27.28,11105.28,,,,
298,10/25/2023 13:26:00,27.24,6912.00,,,,
299,10/25/2023 13:27:00,27.24,21.53,,,,
300,10/25/2023 13:28:00,27.24,13342.72,,,,
301,10/25/2023 13:29:00,27.37,14233.60,,,,
302,10/25/2023 13:30:00,27.37,21422.08,,,,
303,10/25/2023 13:31:00,27.50,21196.80,,,,
304,10/25/2023 13:32:00,27.50,21022.72,,,,
305,10/25/2023 13:33:00,27.50,22558.72,,,,
306,10/25/2023 13:34:00,27.58,21975.04,,,,
307,10/25/2023 13:35:00,27.58,22968.32,,,,
308,10/25/2023 13:36:00,27.58,23726.08,,,,
309,10/25/2023 13:37:00,27.58,24494.08,,,,
310,10/25/2023 13:38:00,27.58,24934.40,,,,
311,10/25/2023 13:39:00,27.67,26224.64,,,,
312,10/25/2023 13:40:00,27.67,22804.48,,,,
313,10/25/2023 13:41:00,27.63,27279.36,,,,
314,10/25/2023 13:42:00,27.71,26931.20,,,,
315,10/25/2023 13:43:00,27.67,27023.36,,,,
316,10/25/2023 13:44:00,27.71,28426.24,,,,
317,10/25/2023 13:45:00,27.67,27422.72,,,,
318,10/25/2023 13:46:00,27.71,27156.48,,,,
319,10/25/2023 13:47:00,27.67,27269.12,,,,
320,10/25/2023 13:48:00,27.71,27944.96,,,,
321,10/25/2023 13:49:00,27.71,28098.56,,,,
322,10/25/2023 13:50:00,27.71,29102.08,,,,
323,10/25/2023 13:51:00,27.75,30228.48,,,,
324,10/25/2023 13:52:00,27.75,30914.56,,,,
325,10/25/2023 13:53:00,27.80,31815.68,,,,
326,10/25/2023 13:54:00,27.84,35307.52,,,,
327,10/25/2023 13:55:00,27.80,32512.00,,,,
328,10/25/2023 13:56:00,27.88,33904.64,,,,
329,10/25/2023 13:57:00,27.84,34519.04,,,,
330,10/25/2023 13:58:00,27.88,33863.68,,,,
331,10/25/2023 13:59:00,27.88,32296.96,,,,
332,10/25/2023 14:00:00,27.88,32778.24,,,,
333,10/25/2023 14:01:00,27.84,31139.84,,,,
334,10/25/2023 14:02:00,27.84,29818.88,,,,
335,10/25/2023 14:03:00,27.88,29470.72,,,,
336,10/25/2023 14:04:00,27.84,28661.76,,,,
337,10/25/2023 14:05:00,27.80,28456.96,,,,
338,10/25/2023 14:06:00,27.80,28303.36,,,,
339,10/25/2023 14:07:00,27.84,28170.24,,,,
340,10/25/2023 14:08:00,27.80,28057.60,,,,
341,10/25/2023 14:09:00,27.80,30300.16,,,,
342,10/25/2023 14:10:00,27.84,31610.88,,,,
343,10/25/2023 14:11:00,27.84,30289.92,,,,
344,10/25/2023 14:12:00,27.84,31395.84,,,,
345,10/25/2023 14:13:00,27.84,32030.72,,,,
346,10/25/2023 14:14:00,27.88,30044.16,,,,
347,10/25/2023 14:15:00,27.84,31129.60,,,,
348,10/25/2023 14:16:00,27.84,30566.40,,,,
349,10/25/2023 14:17:00,27.84,30525.44,,,,
350,10/25/2023 14:18:00,27.88,30791.68,,,,
351,10/25/2023 14:19:00,27.84,31774.72,,,,
352,10/25/2023 14:20:00,27.88,31856.64,,,,
353,10/25/2023 14:21:00,27.93,33556.48,,,,
354,10/25/2023 14:22:00,27.93,32010.24,,,,
355,10/25/2023 14:23:00,27.93,32911.36,,,,
356,10/25/2023 14:24:00,27.93,32778.24,,,,
357,10/25/2023 14:25:00,27.93,32993.28,,,,
358,10/25/2023 14:26:00,27.97,34273.28,,,,
359,10/25/2023 14:27:00,27.97,33198.08,,,,
360,10/25/2023 14:28:00,27.97,32870.40,,,,
361,10/25/2023 14:29:00,27.93,32972.80,,,,
362,10/25/2023 14:30:00,27.93,31621.12,,,,
363,10/25/2023 14:31:00,27.93,31815.68,,,,
364,10/25/2023 14:32:00,27.97,31631.36,,,,
365,10/25/2023 14:33:00,27.88,29450.24,,,,
366,10/25/2023 14:34:00,27.93,29624.32,,,,
367,10/25/2023 14:35:00,27.88,30218.24,,,,
368,10/25/2023 14:36:00,27.93,30689.28,,,,
369,10/25/2023 14:37:00,27.93,31897.60,,,,
370,10/25/2023 14:38:00,27.97,31221.76,,,,
371,10/25/2023 14:39:00,27.93,31856.64,,,,
372,10/25/2023 14:40:00,27.93,32532.48,,,,
373,10/25/2023 14:41:00,27.93,31395.84,,,,
374,10/25/2023 14:42:00,27.97,30935.04,,,,
375,10/25/2023 14:43:00,27.88,30740.48,,,,
376,10/25/2023 14:44:00,27.88,30494.72,,,,
377,10/25/2023 14:45:00,27.97,30054.40,,,,
378,10/25/2023 14:46:00,27.88,28938.24,,,,
379,10/25/2023 14:47:00,27.88,28784.64,,,,
380,10/25/2023 14:48:00,27.88,28579.84,,,,
381,10/25/2023 14:49:00,27.93,26808.32,,,,
382,10/25/2023 14:50:00,27.88,28108.80,,,,
383,10/25/2023 14:51:00,27.84,26675.20,,,,
384,10/25/2023 14:52:00,27.88,26091.52,,,,
385,10/25/2023 14:53:00,27.84,26224.64,,,,
386,10/25/2023 14:54:00,27.84,26920.96,,,,
387,10/25/2023 14:55:00,27.88,26675.20,,,,
388,10/25/2023 14:56:00,27.84,28467.20,,,,
389,10/25/2023 14:57:00,27.88,26982.40,,,,
390,10/25/2023 14:58:00,27.84,25856.00,,,,
391,10/25/2023 14:59:00,27.88,27525.12,,,,
392,10/25/2023 15:00:00,27.84,26060.80,,,,
393,10/25/2023 15:01:00,27.88,25958.40,,,,
394,10/25/2023 15:02:00,27.84,24627.20,,,,
395,10/25/2023 15:03:00,27.84,22886.40,,,,
396,10/25/2023 15:04:00,27.80,23132.16,,,,
397,10/25/2023 15:05:00,27.75,22947.84,,,,
398,10/25/2023 15:06:00,27.80,23091.20,,,,
399,10/25/2023 15:07:00,27.80,23224.32,,,,
400,10/25/2023 15:08:00,27.84,23388.16,,,,
401,10/25/2023 15:09:00,27.80,24002.56,,,,
402,10/25/2023 15:10:00,27.80,22599.68,,,,
403,10/25/2023 15:11:00,27.75,22824.96,,,,
404,10/25/2023 15:12:00,27.80,23347.20,,,,
405,10/25/2023 15:13:00,27.80,23234.56,,,,
406,10/25/2023 15:14:00,27.80,22282.24,,,,
407,10/25/2023 15:15:00,27.80,24094.72,,,,
408,10/25/2023 15:16:00,27.80,24453.12,,,,
409,10/25/2023 15:17:00,27.80,24371.20,,,,
410,10/25/2023 15:18:00,27.80,24227.84,,,,
411,10/25/2023 15:19:00,27.80,24832.00,,,,
412,10/25/2023 15:20:00,27.84,23818.24,,,,
413,10/25/2023 15:21:00,27.80,24248.32,,,,
414,10/25/2023 15:22:00,27.84,25077.76,,,,
415,10/25/2023 15:23:00,27.88,26378.24,,,,
416,10/25/2023 15:24:00,27.84,26152.96,,,,
417,10/25/2023 15:25:00,27.88,27217.92,,,,
418,10/25/2023 15:26:00,27.84,26910.72,,,,
419,10/25/2023 15:27:00,27.84,25477.12,,,,
420,10/25/2023 15:28:00,27.84,24555.52,,,,
421,10/25/2023 15:29:00,27.84,25118.72,,,,
422,10/25/2023 15:30:00,27.93,24616.96,,,,
423,10/25/2023 15:31:00,27.84,23848.96,,,,
424,10/25/2023 15:32:00,27.84,24330.24,,,,
425,10/25/2023 15:33:00,27.80,24094.72,,,,
426,10/25/2023 15:34:00,27.84,22927.36,,,,
427,10/25/2023 15:35:00,27.88,28385.28,,,,
428,10/25/2023 15:36:00,27.88,27207.68,,,,
429,10/25/2023 15:37:00,27.88,25845.76,,,,
430,10/25/2023 15:38:00,27.88,25671.68,,,,
431,10/25/2023 15:39:00,27.88,24156.16,,,,
432,10/25/2023 15:40:00,27.88,24791.04,,,,
433,10/25/2023 15:41:00,27.88,23746.56,,,,
434,10/25/2023 15:42:00,27.84,23306.24,,,,
435,10/25/2023 15:43:00,27.93,23869.44,,,,
436,10/25/2023 15:44:00,27.84,23050.24,,,,
437,10/25/2023 15:45:00,27.84,23377.92,,,,
438,10/25/2023 15:46:00,27.84,23111.68,,,,
439,10/25/2023 15:47:00,27.84,22323.20,,,,
440,10/25/2023 15:48:00,27.80,20305.92,,,,
441,10/25/2023 15:49:00,27.75,21299.20,,,,
442,10/25/2023 15:50:00,27.80,18826.24,,,,
443,10/25/2023 15:51:00,27.75,20751.36,,,,
444,10/25/2023 15:52:00,27.71,19112.96,,,,
445,10/25/2023 15:53:00,27.75,20039.68,,,,
446,10/25/2023 15:54:00,27.71,19824.64,,,,
447,10/25/2023 15:55:00,27.71,19655.68,,,,
448,10/25/2023 15:56:00,27.75,19220.48,,,,
449,10/25/2023 15:57:00,27.75,24647.68,,,,
450,10/25/2023 15:58:00,27.84,19686.40,,,,
451,10/25/2023 15:59:00,27.71,19322.88,,,,
452,10/25/2023 16:00:00,27.71,18042.88,,,,
453,10/25/2023 16:01:00,27.67,16619.52,,,,
454,10/25/2023 16:02:00,27.71,15836.16,,,,
455,10/25/2023 16:03:00,27.67,15313.92,,,,
456,10/25/2023 16:04:00,27.58,13864.96,,,,
457,10/25/2023 16:05:00,27.58,13306.88,,,,
458,10/25/2023 16:06:00,27.63,12119.04,,,,
459,10/25/2023 16:07:00,27.58,10071.04,,,,
460,10/25/2023 16:08:00,27.54,10731.52,,,,
461,10/25/2023 16:09:00,27.54,10209.28,,,,
462,10/25/2023 16:10:00,27.54,10311.68,,,,
463,10/25/2023 16:11:00,27.54,12323.84,,,,
464,10/25/2023 16:12:00,27.54,12467.20,,,,
465,10/25/2023 16:13:00,27.63,15887.36,,,,
466,10/25/2023 16:14:00,27.58,12846.08,,,,
467,10/25/2023 16:15:00,27.58,14059.52,,,,
468,10/25/2023 16:16:00,27.58,14868.48,,,,
469,10/25/2023 16:17:00,27.58,15549.44,,,,
470,10/25/2023 16:18:00,27.63,15585.28,,,,
471,10/25/2023 16:19:00,27.63,16650.24,,,,
472,10/25/2023 16:20:00,27.67,17054.72,,,,
473,10/25/2023 16:21:00,27.67,17131.52,,,,
474,10/25/2023 16:22:00,27.63,16896.00,,,,
475,10/25/2023 16:23:00,27.63,16916.48,,,,
476,10/25/2023 16:24:00,27.67,16399.36,,,,
477,10/25/2023 16:25:00,27.58,15646.72,,,,
478,10/25/2023 16:26:00,27.63,14955.52,,,,
479,10/25/2023 16:27:00,27.63,14310.40,,,,
480,10/25/2023 16:28:00,27.63,13245.44,,,,
481,10/25/2023 16:29:00,27.63,12113.92,,,,
482,10/25/2023 16:30:00,27.54,11852.80,,,,
483,10/25/2023 16:31:00,27.54,10634.24,,,,
484,10/25/2023 16:32:00,27.54,10124.80,,,,
485,10/25/2023 16:33:00,27.50,9768.96,,,,
486,10/25/2023 16:34:00,27.50,9239.04,,,,
487,10/25/2023 16:35:00,27.45,9292.80,,,,
488,10/25/2023 16:36:00,27.45,9472.00,,,,
489,10/25/2023 16:37:00,27.45,9479.68,,,,
490,10/25/2023 16:38:00,27.50,9664.00,,,,
491,10/25/2023 16:39:00,27.50,9292.80,,,,
492,10/25/2023 16:40:00,27.50,9059.84,,,,
493,10/25/2023 16:41:00,27.45,8965.12,,,,
494,10/25/2023 16:42:00,27.50,8145.92,,,,
495,10/25/2023 16:43:00,27.45,8174.08,,,,
496,10/25/2023 16:44:00,27.45,7457.28,,,,
497,10/25/2023 16:45:00,27.41,7142.40,,,,
498,10/25/2023 16:46:00,27.41,6773.76,,,,
499,10/25/2023 16:47:00,27.41,6433.28,,,,
500,10/25/2023 16:48:00,27.41,6241.28,,,,
501,10/25/2023 16:49:00,27.41,6021.12,,,,
502,10/25/2023 16:50:00,27.37,5949.44,,,,
503,10/25/2023 16:51:00,27.37,5890.56,,,,
504,10/25/2023 16:52:00,27.41,5667.84,,,,
