Plot Title: CT_343,,,,,,,,
#,"Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739343, SEN S/N: 20739343)","Temp, °C (LGR S/N: 20739343, SEN S/N: 20739343)",Coupler Detached (LGR S/N: 20739343),Coupler Attached (LGR S/N: 20739343),Host Connected (LGR S/N: 20739343),Stopped (LGR S/N: 20739343),End Of File (LGR S/N: 20739343)
1,10/25/2023 8:30:00,0,28.13,Logged,,,,
2,10/25/2023 8:31:00,0,28.15,,,,,
3,10/25/2023 8:32:00,0,28.15,,,,,
4,10/25/2023 8:33:00,0,28.16,,,,,
5,10/25/2023 8:34:00,0,28.17,,,,,
6,10/25/2023 8:35:00,0,28.18,,,,,
7,10/25/2023 8:36:00,0,28.18,,,,,
8,10/25/2023 8:37:00,0,28.18,,,,,
9,10/25/2023 8:38:00,0,28.2,,,,,
10,10/25/2023 8:39:00,35376,26.36,,,,,
11,10/25/2023 8:40:00,35376,26.36,,,,,
12,10/25/2023 8:41:00,35376,26.36,,,,,
13,10/25/2023 8:42:00,35376,26.36,,,,,
14,10/25/2023 8:43:00,35376,26.36,,,,,
15,10/25/2023 8:44:00,0,28.21,,,,,
16,10/25/2023 8:45:00,0,28.2,,,,,
17,10/25/2023 8:46:00,0,28.17,,,,,
18,10/25/2023 8:47:00,0,28.16,,,,,
19,10/25/2023 8:48:00,0,28.13,,,,,
20,10/25/2023 8:49:00,0,28.1,,,,,
21,10/25/2023 8:50:00,0,28.07,,,,,
22,10/25/2023 8:51:00,0,28.05,,,,,
23,10/25/2023 8:52:00,0,28.01,,,,,
24,10/25/2023 8:53:00,0,27.99,,,,,
25,10/25/2023 8:54:00,0,27.95,,,,,
26,10/25/2023 8:55:00,0,27.91,,,,,
27,10/25/2023 8:56:00,0,27.87,,,,,
28,10/25/2023 8:57:00,0,27.84,,,,,
29,10/25/2023 8:58:00,0,27.8,,,,,
30,10/25/2023 8:59:00,0,27.77,,,,,
31,10/25/2023 9:00:00,0,27.74,,,,,
32,10/25/2023 9:01:00,0,27.72,,,,,
33,10/25/2023 9:02:00,0,27.72,,,,,
34,10/25/2023 9:03:00,0,27.7,,,,,
35,10/25/2023 9:04:00,0,27.69,,,,,
36,10/25/2023 9:05:00,0,27.67,,,,,
37,10/25/2023 9:06:00,0,27.66,,,,,
38,10/25/2023 9:07:00,0,27.65,,,,,
39,10/25/2023 9:08:00,0,27.64,,,,,
40,10/25/2023 9:09:00,0,27.62,,,,,
41,10/25/2023 9:10:00,0,27.62,,,,,
42,10/25/2023 9:11:00,0,27.71,,,,,
43,10/25/2023 9:12:00,0,27.95,,,,,
44,10/25/2023 9:13:00,35601.4,26.73,,,,,
45,10/25/2023 9:14:00,35691.1,26.69,,,,,
46,10/25/2023 9:15:00,32246.7,26.71,,,,,
47,10/25/2023 9:16:00,31785.6,26.7,,,,,
48,10/25/2023 9:17:00,31610.5,26.69,,,,,
49,10/25/2023 9:18:00,35847.3,26.68,,,,,
50,10/25/2023 9:19:00,35892.6,26.68,,,,,
51,10/25/2023 9:20:00,35886.6,26.69,,,,,
52,10/25/2023 9:21:00,35898.6,26.69,,,,,
53,10/25/2023 9:22:00,35787.1,26.66,,,,,
54,10/25/2023 9:23:00,35901.7,26.68,,,,,
55,10/25/2023 9:24:00,35934.9,26.69,,,,,
56,10/25/2023 9:25:00,35904.7,26.69,,,,,
57,10/25/2023 9:26:00,35925.9,26.7,,,,,
58,10/25/2023 9:27:00,35910.7,26.71,,,,,
59,10/25/2023 9:28:00,35938,26.69,,,,,
60,10/25/2023 9:29:00,17690.3,26.49,,,,,
61,10/25/2023 9:30:00,17467,26.39,,,,,
62,10/25/2023 9:31:00,16782,26.24,,,,,
63,10/25/2023 9:32:00,16043.1,26.15,,,,,
64,10/25/2023 9:33:00,15299.6,26.08,,,,,
65,10/25/2023 9:34:00,14497.9,26.05,,,,,
66,10/25/2023 9:35:00,12936.9,26.05,,,,,
67,10/25/2023 9:36:00,12022.3,26.03,,,,,
68,10/25/2023 9:37:00,11108.3,26,,,,,
69,10/25/2023 9:38:00,10169.7,25.94,,,,,
70,10/25/2023 9:39:00,1561,25.92,,,,,
71,10/25/2023 9:40:00,1369.9,26.14,,,,,
72,10/25/2023 9:41:00,1486.9,26.53,,,,,
73,10/25/2023 9:42:00,1513.9,26.6,,,,,
74,10/25/2023 9:43:00,1459.8,26.83,,,,,
75,10/25/2023 9:44:00,1128.8,26.84,,,,,
76,10/25/2023 9:45:00,1112.8,27,,,,,
77,10/25/2023 9:46:00,1091,27.03,,,,,
78,10/25/2023 9:47:00,1064.6,27.03,,,,,
79,10/25/2023 9:48:00,1032.9,26.98,,,,,
80,10/25/2023 9:49:00,998.3,26.93,,,,,
81,10/25/2023 9:50:00,959.1,26.96,,,,,
82,10/25/2023 9:51:00,926.3,26.85,,,,,
83,10/25/2023 9:52:00,890.1,26.95,,,,,
84,10/25/2023 9:53:00,853,26.91,,,,,
85,10/25/2023 9:54:00,818.8,26.96,,,,,
86,10/25/2023 9:55:00,788.7,26.98,,,,,
87,10/25/2023 9:56:00,753.7,26.9,,,,,
88,10/25/2023 9:57:00,717,26.93,,,,,
89,10/25/2023 9:58:00,687.5,26.95,,,,,
90,10/25/2023 9:59:00,660.6,26.91,,,,,
91,10/25/2023 10:00:00,622.9,26.85,,,,,
92,10/25/2023 10:01:00,566,26.86,,,,,
93,10/25/2023 10:02:00,547.5,26.94,,,,,
94,10/25/2023 10:03:00,544.1,26.95,,,,,
95,10/25/2023 10:04:00,545.1,26.94,,,,,
96,10/25/2023 10:05:00,542.7,26.94,,,,,
97,10/25/2023 10:06:00,543.7,26.91,,,,,
98,10/25/2023 10:07:00,550.5,26.95,,,,,
99,10/25/2023 10:08:00,552.9,26.95,,,,,
100,10/25/2023 10:09:00,549.5,26.98,,,,,
101,10/25/2023 10:10:00,544.6,26.98,,,,,
102,10/25/2023 10:11:00,516.6,27.03,,,,,
103,10/25/2023 10:12:00,494.4,27.04,,,,,
104,10/25/2023 10:13:00,476.7,27.14,,,,,
105,10/25/2023 10:14:00,467.1,27.24,,,,,
106,10/25/2023 10:15:00,445.2,27.31,,,,,
107,10/25/2023 10:16:00,440,27.35,,,,,
108,10/25/2023 10:17:00,463.8,27.59,,,,,
109,10/25/2023 10:18:00,472.4,27.82,,,,,
110,10/25/2023 10:19:00,527.7,28.52,,,,,
111,10/25/2023 10:20:00,516.1,29.03,,,,,
112,10/25/2023 10:21:00,471.9,29.43,,,,,
113,10/25/2023 10:22:00,391.5,29.87,,,,,
114,10/25/2023 10:23:00,264.5,30.14,,,,,
115,10/25/2023 10:24:00,214.2,30.27,,,,,
116,10/25/2023 10:25:00,176.7,30.17,,,,,
117,10/25/2023 10:26:00,167.9,30.08,,,,,
118,10/25/2023 10:27:00,177.6,30.02,,,,,
119,10/25/2023 10:28:00,169.7,29.93,,,,,
120,10/25/2023 10:29:00,162.7,29.84,,,,,
121,10/25/2023 10:30:00,154.8,29.74,,,,,
122,10/25/2023 10:31:00,145.2,29.6,,,,,
123,10/25/2023 10:32:00,140.9,29.51,,,,,
124,10/25/2023 10:33:00,130.9,29.38,,,,,
125,10/25/2023 10:34:00,123.6,29.27,,,,,
126,10/25/2023 10:35:00,118.4,29.16,,,,,
127,10/25/2023 10:36:00,121,29.06,,,,,
128,10/25/2023 10:37:00,118.4,28.94,,,,,
129,10/25/2023 10:38:00,120.6,28.83,,,,,
130,10/25/2023 10:39:00,122.7,28.73,,,,,
131,10/25/2023 10:40:00,123.6,28.66,,,,,
132,10/25/2023 10:41:00,119.3,28.52,,,,,
133,10/25/2023 10:42:00,120.6,28.47,,,,,
134,10/25/2023 10:43:00,122.3,28.45,,,,,
135,10/25/2023 10:44:00,124,28.4,,,,,
136,10/25/2023 10:45:00,124.9,28.35,,,,,
137,10/25/2023 10:46:00,124.9,28.31,,,,,
138,10/25/2023 10:47:00,124.9,28.26,,,,,
139,10/25/2023 10:48:00,125.7,28.23,,,,,
140,10/25/2023 10:49:00,125.7,28.2,,,,,
141,10/25/2023 10:50:00,141.3,28.21,,,,,
142,10/25/2023 10:51:00,135.7,28.15,,,,,
143,10/25/2023 10:52:00,130.1,28.08,,,,,
144,10/25/2023 10:53:00,128.3,28.04,,,,,
145,10/25/2023 10:54:00,127,27.96,,,,,
146,10/25/2023 10:55:00,134,27.95,,,,,
147,10/25/2023 10:56:00,131.8,27.87,,,,,
148,10/25/2023 10:57:00,129.2,27.84,,,,,
149,10/25/2023 10:58:00,128.8,27.81,,,,,
150,10/25/2023 10:59:00,130.1,27.79,,,,,
151,10/25/2023 11:00:00,132.2,27.76,,,,,
152,10/25/2023 11:01:00,130.9,27.74,,,,,
153,10/25/2023 11:02:00,131.8,27.72,,,,,
154,10/25/2023 11:03:00,134,27.71,,,,,
155,10/25/2023 11:04:00,135.7,27.7,,,,,
156,10/25/2023 11:05:00,137,27.69,,,,,
157,10/25/2023 11:06:00,137,27.66,,,,,
158,10/25/2023 11:07:00,138.7,27.66,,,,,
159,10/25/2023 11:08:00,141.3,27.65,,,,,
160,10/25/2023 11:09:00,143.1,27.65,,,,,
161,10/25/2023 11:10:00,145.2,27.64,,,,,
162,10/25/2023 11:11:00,145.7,27.61,,,,,
163,10/25/2023 11:12:00,145.2,27.6,,,,,
164,10/25/2023 11:13:00,146.5,27.59,,,,,
165,10/25/2023 11:14:00,149.6,27.57,,,,,
166,10/25/2023 11:15:00,154.8,27.57,,,,,
167,10/25/2023 11:16:00,160.9,27.56,,,,,
168,10/25/2023 11:17:00,170.1,27.55,,,,,
169,10/25/2023 11:18:00,179.3,27.54,,,,,
170,10/25/2023 11:19:00,188.1,27.51,,,,,
171,10/25/2023 11:20:00,192.1,27.49,,,,,
172,10/25/2023 11:21:00,193.9,27.46,,,,,
173,10/25/2023 11:22:00,193,27.42,,,,,
174,10/25/2023 11:23:00,190.3,27.39,,,,,
175,10/25/2023 11:24:00,186.8,27.36,,,,,
176,10/25/2023 11:25:00,187.7,27.35,,,,,
177,10/25/2023 11:26:00,191.2,27.34,,,,,
178,10/25/2023 11:27:00,192.5,27.3,,,,,
179,10/25/2023 11:28:00,190.8,27.28,,,,,
180,10/25/2023 11:29:00,190.8,27.25,,,,,
181,10/25/2023 11:30:00,193,27.24,,,,,
182,10/25/2023 11:31:00,195.6,27.23,,,,,
183,10/25/2023 11:32:00,198.3,27.2,,,,,
184,10/25/2023 11:33:00,202.7,27.19,,,,,
185,10/25/2023 11:34:00,208.5,27.18,,,,,
186,10/25/2023 11:35:00,212,27.15,,,,,
187,10/25/2023 11:36:00,214.2,27.11,,,,,
188,10/25/2023 11:37:00,216,27.11,,,,,
189,10/25/2023 11:38:00,215.1,27.08,,,,,
190,10/25/2023 11:39:00,213.4,27.05,,,,,
191,10/25/2023 11:40:00,210.2,27.04,,,,,
192,10/25/2023 11:41:00,206.7,27.03,,,,,
193,10/25/2023 11:42:00,203.6,27.01,,,,,
194,10/25/2023 11:43:00,197.8,26.99,,,,,
195,10/25/2023 11:44:00,192.1,26.98,,,,,
196,10/25/2023 11:45:00,189.4,26.98,,,,,
197,10/25/2023 11:46:00,192.1,26.98,,,,,
198,10/25/2023 11:47:00,193.4,26.96,,,,,
199,10/25/2023 11:48:00,191.6,26.94,,,,,
200,10/25/2023 11:49:00,190.8,26.94,,,,,
201,10/25/2023 11:50:00,191.2,26.93,,,,,
202,10/25/2023 11:51:00,192.1,26.93,,,,,
203,10/25/2023 11:52:00,194.7,26.93,,,,,
204,10/25/2023 11:53:00,199.6,26.94,,,,,
205,10/25/2023 11:54:00,208,26.98,,,,,
206,10/25/2023 11:55:00,215.1,27.05,,,,,
207,10/25/2023 11:56:00,222.7,27.13,,,,,
208,10/25/2023 11:57:00,225.4,27.05,,,,,
209,10/25/2023 11:58:00,241.9,27.2,,,,,
210,10/25/2023 11:59:00,252.7,27.16,,,,,
211,10/25/2023 12:00:00,285.3,27.01,,,,,
212,10/25/2023 12:01:00,518,26.89,,,,,
213,10/25/2023 12:02:00,562.1,26.75,,,,,
214,10/25/2023 12:03:00,664.5,26.55,,,,,
215,10/25/2023 12:04:00,974.7,26.5,,,,,
216,10/25/2023 12:05:00,658.6,26.33,,,,,
217,10/25/2023 12:06:00,0,26.17,,,,,
218,10/25/2023 12:07:00,0,25.48,,,,,
219,10/25/2023 12:08:00,0,25.31,,,,,
220,10/25/2023 12:09:00,0,25.24,,,,,
221,10/25/2023 12:10:00,0,25.18,,,,,
222,10/25/2023 12:11:00,0,25.22,,,,,
223,10/25/2023 12:12:00,0,25.26,,,,,
224,10/25/2023 12:13:00,0,25.48,,,,,
225,10/25/2023 12:14:00,0,25.86,,,,,
