"Plot Title: temp1"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20719657, SEN S/N: 20719657)","Coupler Detached (LGR S/N: 20719657)","Coupler Attached (LGR S/N: 20719657)","Host Connected (LGR S/N: 20719657)","Stopped (LGR S/N: 20719657)","End Of File (LGR S/N: 20719657)"
1,10/25/23 08:30:00 AM,28.444,Logged,,,,
2,10/25/23 08:31:00 AM,28.394,,,,,
3,10/25/23 08:32:00 AM,28.369,,,,,
4,10/25/23 08:33:00 AM,28.320,,,,,
5,10/25/23 08:34:00 AM,28.295,,,,,
6,10/25/23 08:35:00 AM,28.270,,,,,
7,10/25/23 08:36:00 AM,28.245,,,,,
8,10/25/23 08:37:00 AM,28.221,,,,,
9,10/25/23 08:38:00 AM,28.196,,,,,
10,10/25/23 08:39:00 AM,28.171,,,,,
11,10/25/23 08:40:00 AM,28.171,,,,,
12,10/25/23 08:41:00 AM,28.147,,,,,
13,10/25/23 08:42:00 AM,28.147,,,,,
14,10/25/23 08:43:00 AM,28.122,,,,,
15,10/25/23 08:44:00 AM,28.122,,,,,
16,10/25/23 08:45:00 AM,28.097,,,,,
17,10/25/23 08:46:00 AM,28.072,,,,,
18,10/25/23 08:47:00 AM,28.048,,,,,
19,10/25/23 08:48:00 AM,28.023,,,,,
20,10/25/23 08:49:00 AM,27.998,,,,,
21,10/25/23 08:50:00 AM,27.974,,,,,
22,10/25/23 08:51:00 AM,27.949,,,,,
23,10/25/23 08:52:00 AM,27.924,,,,,
24,10/25/23 08:53:00 AM,27.899,,,,,
25,10/25/23 08:54:00 AM,27.850,,,,,
26,10/25/23 08:55:00 AM,27.825,,,,,
27,10/25/23 08:56:00 AM,27.801,,,,,
28,10/25/23 08:57:00 AM,27.751,,,,,
29,10/25/23 08:58:00 AM,27.727,,,,,
30,10/25/23 08:59:00 AM,27.702,,,,,
31,10/25/23 09:00:00 AM,27.677,,,,,
32,10/25/23 09:01:00 AM,27.653,,,,,
33,10/25/23 09:02:00 AM,27.628,,,,,
34,10/25/23 09:03:00 AM,27.604,,,,,
35,10/25/23 09:04:00 AM,27.604,,,,,
36,10/25/23 09:05:00 AM,27.579,,,,,
37,10/25/23 09:06:00 AM,27.579,,,,,
38,10/25/23 09:07:00 AM,27.554,,,,,
39,10/25/23 09:08:00 AM,27.554,,,,,
40,10/25/23 09:09:00 AM,27.530,,,,,
41,10/25/23 09:10:00 AM,27.530,,,,,
42,10/25/23 09:11:00 AM,27.554,,,,,
43,10/25/23 09:12:00 AM,27.604,,,,,
44,10/25/23 09:13:00 AM,27.604,,,,,
45,10/25/23 09:14:00 AM,27.604,,,,,
46,10/25/23 09:15:00 AM,27.628,,,,,
47,10/25/23 09:16:00 AM,27.653,,,,,
48,10/25/23 09:17:00 AM,27.653,,,,,
49,10/25/23 09:18:00 AM,27.653,,,,,
50,10/25/23 09:19:00 AM,27.653,,,,,
51,10/25/23 09:20:00 AM,27.653,,,,,
52,10/25/23 09:21:00 AM,27.604,,,,,
53,10/25/23 09:22:00 AM,27.554,,,,,
54,10/25/23 09:23:00 AM,27.505,,,,,
55,10/25/23 09:24:00 AM,27.456,,,,,
56,10/25/23 09:25:00 AM,27.407,,,,,
57,10/25/23 09:26:00 AM,27.382,,,,,
58,10/25/23 09:27:00 AM,27.333,,,,,
