#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/25/2023 08:26:00,28.91,13.69,,,,
2,10/25/2023 08:27:00,29.43,135.64,,,,
3,10/25/2023 08:28:00,29.90,2.13,,,,
4,10/25/2023 08:29:00,30.24,3.19,,,,
5,10/25/2023 08:30:00,30.33,5.54,,,,
6,10/25/2023 08:31:00,30.24,5.54,,,,
7,10/25/2023 08:32:00,30.16,0.00,,,,
8,10/25/2023 08:33:00,29.98,0.00,,,,
9,10/25/2023 08:34:00,29.90,0.00,,,,
10,10/25/2023 08:35:00,29.73,0.00,,,,
11,10/25/2023 08:36:00,29.64,0.00,,,,
12,10/25/2023 08:37:00,29.56,0.00,,,,
13,10/25/2023 08:38:00,29.47,0.00,,,,
14,10/25/2023 08:39:00,29.34,0.00,,,,
15,10/25/2023 08:40:00,29.26,0.00,,,,
16,10/25/2023 08:41:00,29.21,0.00,,,,
17,10/25/2023 08:42:00,29.13,0.00,,,,
18,10/25/2023 08:43:00,29.04,0.00,,,,
19,10/25/2023 08:44:00,28.95,0.00,,,,
20,10/25/2023 08:45:00,28.87,0.00,,,,
21,10/25/2023 08:46:00,28.87,0.00,,,,
22,10/25/2023 08:47:00,28.83,0.00,,,,
23,10/25/2023 08:48:00,28.78,0.00,,,,
24,10/25/2023 08:49:00,28.70,0.00,,,,
25,10/25/2023 08:50:00,28.70,0.00,,,,
26,10/25/2023 08:51:00,28.57,0.00,,,,
27,10/25/2023 08:52:00,28.53,0.00,,,,
28,10/25/2023 08:53:00,28.48,0.00,,,,
29,10/25/2023 08:54:00,28.44,0.00,,,,
30,10/25/2023 08:55:00,28.40,0.00,,,,
31,10/25/2023 08:56:00,28.31,0.00,,,,
32,10/25/2023 08:57:00,28.27,0.00,,,,
33,10/25/2023 08:58:00,28.18,0.00,,,,
34,10/25/2023 08:59:00,28.14,0.00,,,,
35,10/25/2023 09:00:00,28.05,0.00,,,,
