date,AbsPressure,TempInSitu,Depth,LoggerID
1/29/24 11:45,101.139,22.717,0,WL_876
1/29/24 11:46,101.139,22.717,0,WL_876
1/29/24 11:47,101.139,22.717,0,WL_876
1/29/24 11:48,101.139,22.717,0,WL_876
1/29/24 11:49,101.139,22.717,0,WL_876
1/29/24 11:50,101.139,22.717,0,WL_876
1/29/24 11:51,101.139,22.717,0,WL_876
1/29/24 11:52,101.139,22.717,0,WL_876
1/29/24 11:53,101.139,22.717,0,WL_876
1/29/24 11:54,101.139,22.717,0,WL_876
1/29/24 11:55,101.139,22.717,0,WL_876
1/29/24 11:56,101.139,22.717,0,WL_876
1/29/24 11:57,101.139,22.717,0,WL_876
1/29/24 11:58,101.139,22.717,0,WL_876
1/29/24 11:59,101.139,22.717,0,WL_876
1/29/24 12:00,101.139,22.717,0,WL_876
1/29/24 12:01,101.139,22.717,0,WL_876
1/29/24 12:02,101.139,22.717,0,WL_876
1/29/24 12:03,101.139,22.717,0,WL_876
1/29/24 12:04,101.139,22.717,0,WL_876
1/29/24 12:05,101.139,22.717,0,WL_876
1/29/24 12:06,101.139,22.717,0,WL_876
1/29/24 12:07,101.139,22.717,0,WL_876
1/29/24 12:08,101.139,22.717,0,WL_876
1/29/24 12:09,101.139,22.717,0,WL_876
1/29/24 12:10,101.139,22.717,0,WL_876
1/29/24 12:11,101.139,22.717,0,WL_876
1/29/24 12:12,101.139,22.717,0,WL_876
1/29/24 12:13,101.121,22.717,-0.006,WL_876
1/29/24 12:14,101.139,22.717,0,WL_876
1/29/24 12:15,101.139,22.717,0,WL_876
1/29/24 12:16,101.139,22.717,0,WL_876
1/29/24 12:17,101.139,22.717,0,WL_876
1/29/24 12:18,101.139,22.717,0,WL_876
1/29/24 12:19,101.139,22.717,0,WL_876
1/29/24 12:20,101.121,22.717,-0.006,WL_876
1/29/24 12:21,101.139,22.717,0,WL_876
1/29/24 12:22,101.139,22.717,0,WL_876
1/29/24 12:23,101.139,22.717,0,WL_876
1/29/24 12:24,101.139,22.717,0,WL_876
1/29/24 12:25,101.121,22.717,-0.006,WL_876
1/29/24 12:26,101.139,22.717,0,WL_876
1/29/24 12:27,101.139,22.717,0,WL_876
1/29/24 12:28,101.139,22.717,0,WL_876
1/29/24 12:29,101.139,22.717,0,WL_876
1/29/24 12:30,101.139,22.717,0,WL_876
1/29/24 12:31,101.119,22.621,-0.007,WL_876
1/29/24 12:32,101.136,22.621,-0.001,WL_876
1/29/24 12:33,101.119,22.621,-0.007,WL_876
1/29/24 12:34,101.121,22.717,-0.006,WL_876
1/29/24 12:35,101.121,22.717,-0.006,WL_876
1/29/24 12:36,101.139,22.717,0,WL_876
1/29/24 12:37,101.121,22.717,-0.006,WL_876
1/29/24 12:38,101.121,22.717,-0.006,WL_876
1/29/24 12:39,101.104,22.717,-0.011,WL_876
1/29/24 12:40,101.104,22.717,-0.011,WL_876
1/29/24 12:41,101.104,22.717,-0.011,WL_876
1/29/24 12:42,101.104,22.717,-0.011,WL_876
1/29/24 12:43,101.121,22.717,-0.006,WL_876
1/29/24 12:44,101.121,22.717,-0.006,WL_876
1/29/24 12:45,101.121,22.717,-0.006,WL_876
1/29/24 12:46,101.104,22.717,-0.011,WL_876
1/29/24 12:47,101.119,22.621,-0.007,WL_876
1/29/24 12:48,101.102,22.621,-0.012,WL_876
1/29/24 12:49,101.102,22.621,-0.012,WL_876
1/29/24 12:50,101.119,22.621,-0.007,WL_876
1/29/24 12:51,101.102,22.621,-0.012,WL_876
1/29/24 12:52,101.138,23.388,0,WL_876
1/29/24 12:53,101.135,24.641,-0.001,WL_876
1/29/24 12:54,101.148,25.125,0.003,WL_876
1/29/24 12:55,101.14,24.835,0,WL_876
1/29/24 12:56,101.126,24.931,-0.004,WL_876
1/29/24 12:57,101.091,24.931,-0.016,WL_876
1/29/24 12:58,101.111,25.028,-0.009,WL_876
1/29/24 12:59,101.096,25.125,-0.014,WL_876
1/29/24 13:00,101.116,25.222,-0.008,WL_876
1/29/24 13:01,101.084,25.319,-0.018,WL_876
1/29/24 13:02,101.086,25.416,-0.017,WL_876
1/29/24 13:03,101.074,25.61,-0.021,WL_876
1/29/24 13:04,101.059,25.708,-0.026,WL_876
1/29/24 13:05,101.062,25.805,-0.025,WL_876
1/29/24 13:06,101.047,25.902,-0.03,WL_876
1/29/24 13:07,101.049,26,-0.029,WL_876
1/29/24 13:08,101.052,26.097,-0.028,WL_876
1/29/24 13:09,101.072,26.195,-0.022,WL_876
1/29/24 13:10,101.037,26.195,-0.033,WL_876
1/29/24 13:11,101.054,26.195,-0.028,WL_876
1/29/24 13:12,101.091,26.292,-0.016,WL_876
1/29/24 13:13,101.106,26.195,-0.011,WL_876
1/29/24 13:14,101.123,26.195,-0.005,WL_876
1/29/24 13:15,101.123,26.195,-0.005,WL_876
1/29/24 13:16,101.103,26.097,-0.012,WL_876
1/29/24 13:17,101.103,26.097,-0.012,WL_876
1/29/24 13:18,101.135,26,-0.001,WL_876
1/29/24 13:19,101.153,26,0.005,WL_876
1/29/24 13:20,101.189,26.097,0.016,WL_876
1/29/24 13:21,101.177,26.292,0.012,WL_876
1/29/24 13:22,101.162,26.39,0.008,WL_876
1/29/24 13:23,101.165,26.488,0.008,WL_876
1/29/24 13:24,101.17,26.683,0.01,WL_876
1/29/24 13:25,101.185,27.272,0.015,WL_876
1/29/24 13:26,101.178,27.665,0.013,WL_876
1/29/24 13:27,101.188,28.06,0.016,WL_876
