date,AbsPressure,TempInSitu,Depth,LoggerID
2/11/24 17:08,100.601,23.196,0,WL_876
2/11/24 17:09,100.601,23.196,0,WL_876
2/11/24 17:10,100.601,23.196,0,WL_876
2/11/24 17:11,100.584,23.196,-0.002,WL_876
2/11/24 17:12,100.601,23.196,0,WL_876
2/11/24 17:13,100.584,23.196,-0.002,WL_876
2/11/24 17:14,100.601,23.196,0,WL_876
2/11/24 17:15,100.601,23.196,0,WL_876
2/11/24 17:16,100.618,23.196,0.002,WL_876
2/11/24 17:17,100.601,23.196,0,WL_876
2/11/24 17:18,100.599,23.1,0,WL_876
2/11/24 17:19,100.599,23.1,0,WL_876
2/11/24 17:20,100.599,23.1,0,WL_876
2/11/24 17:21,100.599,23.1,0,WL_876
2/11/24 17:22,100.599,23.1,0,WL_876
2/11/24 17:23,100.599,23.1,0,WL_876
2/11/24 17:24,100.599,23.1,0,WL_876
2/11/24 17:25,100.599,23.1,0,WL_876
2/11/24 17:26,100.601,23.196,0,WL_876
2/11/24 17:27,100.601,23.196,0,WL_876
2/11/24 17:28,100.601,23.196,0,WL_876
2/11/24 17:29,100.584,23.196,-0.002,WL_876
2/11/24 17:30,100.601,23.196,0,WL_876
2/11/24 17:31,100.601,23.196,0,WL_876
2/11/24 17:32,100.601,23.196,0,WL_876
2/11/24 17:33,100.601,23.196,0,WL_876
2/11/24 17:34,100.601,23.196,0,WL_876
2/11/24 17:35,100.601,23.196,0,WL_876
2/11/24 17:36,100.601,23.196,0,WL_876
2/11/24 17:37,100.582,23.1,-0.002,WL_876
2/11/24 17:38,100.599,23.1,0,WL_876
2/11/24 17:39,100.582,23.1,-0.002,WL_876
2/11/24 17:40,100.582,23.1,-0.002,WL_876
2/11/24 17:41,100.599,23.1,0,WL_876
2/11/24 17:42,100.599,23.1,0,WL_876
2/11/24 17:43,100.582,23.1,-0.002,WL_876
2/11/24 17:44,100.599,23.1,0,WL_876
2/11/24 17:45,100.582,23.1,-0.002,WL_876
2/11/24 17:46,100.582,23.1,-0.002,WL_876
2/11/24 17:47,100.582,23.1,-0.002,WL_876
2/11/24 17:48,100.582,23.1,-0.002,WL_876
2/11/24 17:49,100.582,23.1,-0.002,WL_876
2/11/24 17:50,100.582,23.1,-0.002,WL_876
2/11/24 17:51,100.564,23.1,-0.004,WL_876
2/11/24 17:52,100.564,23.1,-0.004,WL_876
2/11/24 17:53,100.564,23.1,-0.004,WL_876
2/11/24 17:54,100.564,23.1,-0.004,WL_876
2/11/24 17:55,100.564,23.1,-0.004,WL_876
2/11/24 17:56,100.564,23.1,-0.004,WL_876
2/11/24 17:57,100.564,23.1,-0.004,WL_876
2/11/24 17:58,100.547,23.1,-0.005,WL_876
2/11/24 17:59,100.567,23.196,-0.003,WL_876
2/11/24 18:00,100.557,23.484,-0.004,WL_876
2/11/24 18:01,100.566,23.869,-0.003,WL_876
2/11/24 18:02,100.569,23.966,-0.003,WL_876
2/11/24 18:03,100.52,24.062,-0.008,WL_876
2/11/24 18:04,100.502,24.062,-0.01,WL_876
2/11/24 18:05,100.522,24.158,-0.008,WL_876
2/11/24 18:06,100.556,24.158,-0.004,WL_876
2/11/24 18:07,100.505,24.158,-0.01,WL_876
2/11/24 18:08,100.488,24.158,-0.011,WL_876
2/11/24 18:09,100.52,24.062,-0.008,WL_876
2/11/24 18:10,100.52,24.062,-0.008,WL_876
2/11/24 18:11,100.52,24.062,-0.008,WL_876
2/11/24 18:12,100.52,24.062,-0.008,WL_876
2/11/24 18:13,100.537,24.062,-0.006,WL_876
2/11/24 18:14,100.52,24.062,-0.008,WL_876
2/11/24 18:15,100.483,23.966,-0.012,WL_876
2/11/24 18:16,100.5,23.966,-0.01,WL_876
2/11/24 18:17,100.517,23.966,-0.008,WL_876
2/11/24 18:18,100.498,23.869,-0.01,WL_876
2/11/24 18:19,100.515,23.869,-0.009,WL_876
2/11/24 18:20,100.532,23.869,-0.007,WL_876
2/11/24 18:21,100.461,23.773,-0.014,WL_876
2/11/24 18:22,100.478,23.773,-0.012,WL_876
2/11/24 18:23,100.495,23.773,-0.011,WL_876
2/11/24 18:24,100.495,23.773,-0.011,WL_876
