date,AbsPressure,TempInSitu,Depth,LoggerID
1/9/24 15:07,105.232,26.097,-0.175,WL_876
1/9/24 15:08,105.473,26.097,-0.096,WL_876
1/9/24 15:09,105.283,26.097,-0.158,WL_876
1/9/24 15:10,105.593,26.097,-0.057,WL_876
1/9/24 15:11,105.352,26.097,-0.136,WL_876
1/9/24 15:12,105.303,26.195,-0.152,WL_876
1/9/24 15:13,105.183,26.195,-0.191,WL_876
1/9/24 15:14,105.301,26.097,-0.152,WL_876
1/9/24 15:15,105.352,26.097,-0.136,WL_876
1/9/24 15:16,105.456,26.097,-0.102,WL_876
1/9/24 15:17,105.542,26.097,-0.074,WL_876
1/9/24 15:18,105.215,26.097,-0.18,WL_876
1/9/24 15:19,105.542,26.097,-0.074,WL_876
1/9/24 15:20,105.473,26.097,-0.096,WL_876
1/9/24 15:21,105.215,26.097,-0.18,WL_876
1/9/24 15:22,105.473,26.097,-0.096,WL_876
1/9/24 15:23,105.527,26.195,-0.079,WL_876
1/9/24 15:24,105.441,26.195,-0.107,WL_876
1/9/24 15:25,105.387,26.097,-0.124,WL_876
1/9/24 15:26,105.49,26.097,-0.091,WL_876
1/9/24 15:27,105.355,26.195,-0.135,WL_876
1/9/24 15:28,105.166,26.195,-0.196,WL_876
1/9/24 15:29,105.011,26.195,-0.247,WL_876
1/9/24 15:30,105.458,26.195,-0.101,WL_876
1/9/24 15:31,105.321,26.195,-0.146,WL_876
1/9/24 15:32,105.303,26.195,-0.152,WL_876
1/9/24 15:33,105.611,26.097,-0.051,WL_876
1/9/24 15:34,105.215,26.097,-0.18,WL_876
1/9/24 15:35,105.559,26.097,-0.068,WL_876
1/9/24 15:36,105.301,26.097,-0.152,WL_876
1/9/24 15:37,105.025,26.097,-0.243,WL_876
1/9/24 15:38,105.301,26.097,-0.152,WL_876
1/9/24 15:39,105.507,26.097,-0.085,WL_876
1/9/24 15:40,105.249,26.097,-0.169,WL_876
1/9/24 15:41,105.298,26,-0.153,WL_876
1/9/24 15:42,105.264,26,-0.165,WL_876
1/9/24 15:43,105.315,26,-0.148,WL_876
1/9/24 15:44,105.333,26,-0.142,WL_876
1/9/24 15:45,105.315,26,-0.148,WL_876
1/9/24 15:46,105.333,26,-0.142,WL_876
1/9/24 15:47,105.074,26,-0.227,WL_876
1/9/24 15:48,105.178,26,-0.193,WL_876
1/9/24 15:49,105.35,26,-0.136,WL_876
1/9/24 15:50,105.126,26,-0.21,WL_876
1/9/24 15:51,105.126,26,-0.21,WL_876
1/9/24 15:52,105.281,26,-0.159,WL_876
1/9/24 15:53,105.005,26,-0.249,WL_876
1/9/24 15:54,105.143,26,-0.204,WL_876
1/9/24 15:55,105.264,26,-0.165,WL_876
1/9/24 15:56,105.16,26,-0.198,WL_876
1/9/24 15:57,105.143,26,-0.204,WL_876
1/9/24 15:58,105.246,26,-0.17,WL_876
1/9/24 15:59,105.109,26,-0.215,WL_876
1/9/24 16:00,104.937,26,-0.271,WL_876
1/9/24 16:01,105.126,26,-0.21,WL_876
1/9/24 16:02,105.074,26,-0.227,WL_876
1/9/24 16:03,105.246,26,-0.17,WL_876
1/9/24 16:04,105.023,26,-0.243,WL_876
1/9/24 16:05,104.971,26,-0.26,WL_876
1/9/24 16:06,105.06,26.097,-0.231,WL_876
1/9/24 16:07,104.974,26.097,-0.259,WL_876
1/9/24 16:08,105.232,26.097,-0.175,WL_876
1/9/24 16:09,104.87,26.097,-0.293,WL_876
1/9/24 16:10,105.077,26.097,-0.226,WL_876
1/9/24 16:11,105.146,26.097,-0.203,WL_876
1/9/24 16:12,104.747,26,-0.333,WL_876
1/9/24 16:13,105.092,26,-0.221,WL_876
1/9/24 16:14,104.919,26,-0.277,WL_876
1/9/24 16:15,104.971,26,-0.26,WL_876
1/9/24 16:16,104.851,26,-0.299,WL_876
1/9/24 16:17,104.851,26,-0.299,WL_876
1/9/24 16:18,104.971,26,-0.26,WL_876
1/9/24 16:19,105.092,26,-0.221,WL_876
1/9/24 16:20,104.782,26,-0.322,WL_876
1/9/24 16:21,104.919,26,-0.277,WL_876
1/9/24 16:22,104.937,26,-0.271,WL_876
1/9/24 16:23,104.782,26,-0.322,WL_876
1/9/24 16:24,104.659,25.902,-0.362,WL_876
1/9/24 16:25,104.917,25.902,-0.278,WL_876
1/9/24 16:26,104.9,25.902,-0.283,WL_876
1/9/24 16:27,104.747,26,-0.333,WL_876
1/9/24 16:28,104.988,26,-0.255,WL_876
1/9/24 16:29,104.937,26,-0.271,WL_876
1/9/24 16:30,104.764,26,-0.328,WL_876
1/9/24 16:31,104.799,26,-0.316,WL_876
1/9/24 16:32,104.851,26,-0.299,WL_876
1/9/24 16:33,104.833,26,-0.305,WL_876
1/9/24 16:34,104.764,26,-0.328,WL_876
1/9/24 16:35,104.678,26,-0.356,WL_876
1/9/24 16:36,104.747,26,-0.333,WL_876
1/9/24 16:37,104.831,25.902,-0.306,WL_876
1/9/24 16:38,104.624,25.902,-0.373,WL_876
1/9/24 16:39,104.607,25.902,-0.379,WL_876
1/9/24 16:40,104.779,25.902,-0.323,WL_876
1/9/24 16:41,104.696,26,-0.35,WL_876
1/9/24 16:42,104.951,25.902,-0.267,WL_876
1/9/24 16:43,104.796,25.902,-0.317,WL_876
1/9/24 16:44,104.521,25.902,-0.407,WL_876
1/9/24 16:45,104.745,25.902,-0.334,WL_876
1/9/24 16:46,104.727,25.902,-0.34,WL_876
1/9/24 16:47,104.727,25.902,-0.34,WL_876
1/9/24 16:48,104.659,25.902,-0.362,WL_876
1/9/24 16:49,104.71,25.902,-0.345,WL_876
1/9/24 16:50,104.659,25.902,-0.362,WL_876
1/9/24 16:51,104.641,25.902,-0.368,WL_876
1/9/24 16:52,104.624,25.902,-0.373,WL_876
1/9/24 16:53,104.779,25.902,-0.323,WL_876
1/9/24 16:54,104.418,25.902,-0.441,WL_876
1/9/24 16:55,104.59,25.902,-0.384,WL_876
1/9/24 16:56,104.676,25.902,-0.356,WL_876
1/9/24 16:57,104.676,25.902,-0.356,WL_876
1/9/24 16:58,104.659,25.902,-0.362,WL_876
1/9/24 16:59,104.469,25.902,-0.424,WL_876
1/9/24 17:00,101.931,26.195,-1.252,WL_876
1/9/24 17:01,101.062,27.173,-1.536,WL_876
1/9/24 17:02,101.099,27.272,-1.524,WL_876
1/9/24 17:03,101.097,27.173,-1.525,WL_876
1/9/24 17:04,104.436,27.272,-0.435,WL_876
1/9/24 17:05,104.234,26.781,-0.501,WL_876
1/9/24 17:06,104.204,26.292,-0.51,WL_876
1/9/24 17:07,104.314,25.902,-0.475,WL_876
1/9/24 17:08,104.328,27.075,-0.47,WL_876
1/9/24 17:09,104.015,28.258,-0.572,WL_876
1/9/24 17:10,104.151,28.853,-0.528,WL_876
1/9/24 17:11,104.073,29.152,-0.553,WL_876
1/9/24 17:12,103.889,29.352,-0.613,WL_876
1/9/24 17:13,104.184,29.452,-0.517,WL_876
1/9/24 17:14,103.963,29.552,-0.589,WL_876
1/9/24 17:15,103.862,29.652,-0.622,WL_876
1/9/24 17:16,104.069,29.652,-0.555,WL_876
1/9/24 17:17,103.934,29.752,-0.599,WL_876
1/9/24 17:18,103.865,29.752,-0.621,WL_876
1/9/24 17:19,103.986,29.752,-0.582,WL_876
1/9/24 17:20,103.951,29.752,-0.593,WL_876
1/9/24 17:21,103.968,29.752,-0.588,WL_876
1/9/24 17:22,104.106,29.752,-0.542,WL_876
1/9/24 17:23,103.934,29.752,-0.599,WL_876
1/9/24 17:24,103.779,29.752,-0.649,WL_876
1/9/24 17:25,103.796,29.752,-0.644,WL_876
1/9/24 17:26,103.744,29.752,-0.661,WL_876
1/9/24 17:27,103.676,29.752,-0.683,WL_876
1/9/24 17:28,104.037,29.752,-0.565,WL_876
1/9/24 17:29,103.831,29.752,-0.632,WL_876
1/9/24 17:30,103.917,29.752,-0.604,WL_876
1/9/24 17:31,103.796,29.752,-0.644,WL_876
1/9/24 17:32,103.658,29.752,-0.689,WL_876
1/9/24 17:33,103.831,29.752,-0.632,WL_876
1/9/24 17:34,103.779,29.752,-0.649,WL_876
1/9/24 17:35,103.831,29.752,-0.632,WL_876
1/9/24 17:36,103.813,29.752,-0.638,WL_876
1/9/24 17:37,103.641,29.752,-0.694,WL_876
1/9/24 17:38,103.658,29.752,-0.689,WL_876
1/9/24 17:39,103.656,29.652,-0.689,WL_876
1/9/24 17:40,103.793,29.652,-0.645,WL_876
1/9/24 17:41,103.693,29.752,-0.677,WL_876
1/9/24 17:42,103.793,29.652,-0.645,WL_876
1/9/24 17:43,103.57,29.652,-0.717,WL_876
1/9/24 17:44,103.707,29.652,-0.673,WL_876
1/9/24 17:45,103.776,29.652,-0.65,WL_876
1/9/24 17:46,103.621,29.652,-0.701,WL_876
1/9/24 17:47,103.587,29.652,-0.712,WL_876
1/9/24 17:48,103.656,29.652,-0.689,WL_876
1/9/24 17:49,103.604,29.652,-0.706,WL_876
1/9/24 17:50,103.639,29.652,-0.695,WL_876
1/9/24 17:51,103.518,29.652,-0.734,WL_876
1/9/24 17:52,103.57,29.652,-0.717,WL_876
1/9/24 17:53,103.604,29.652,-0.706,WL_876
1/9/24 17:54,103.725,29.652,-0.667,WL_876
1/9/24 17:55,103.535,29.652,-0.729,WL_876
1/9/24 17:56,103.412,29.552,-0.769,WL_876
1/9/24 17:57,103.446,29.552,-0.758,WL_876
1/9/24 17:58,103.567,29.552,-0.718,WL_876
1/9/24 17:59,103.498,29.552,-0.741,WL_876
1/9/24 18:00,103.427,29.452,-0.764,WL_876
1/9/24 18:01,103.461,29.452,-0.753,WL_876
1/9/24 18:02,103.564,29.452,-0.719,WL_876
1/9/24 18:03,103.495,29.452,-0.742,WL_876
1/9/24 18:04,103.286,29.352,-0.81,WL_876
1/9/24 18:05,103.372,29.352,-0.782,WL_876
1/9/24 18:06,103.424,29.352,-0.765,WL_876
1/9/24 18:07,103.544,29.352,-0.726,WL_876
1/9/24 18:08,103.424,29.352,-0.765,WL_876
1/9/24 18:09,103.303,29.352,-0.805,WL_876
1/9/24 18:10,103.407,29.352,-0.771,WL_876
1/9/24 18:11,103.387,29.252,-0.777,WL_876
1/9/24 18:12,103.37,29.252,-0.783,WL_876
1/9/24 18:13,103.266,29.252,-0.817,WL_876
1/9/24 18:14,103.404,29.252,-0.772,WL_876
1/9/24 18:15,103.37,29.252,-0.783,WL_876
1/9/24 18:16,103.318,29.252,-0.8,WL_876
1/9/24 18:17,103.281,29.152,-0.812,WL_876
1/9/24 18:18,103.298,29.152,-0.806,WL_876
1/9/24 18:19,103.333,29.152,-0.795,WL_876
1/9/24 18:20,103.284,29.252,-0.811,WL_876
1/9/24 18:21,103.247,29.152,-0.823,WL_876
1/9/24 18:22,103.298,29.152,-0.806,WL_876
1/9/24 18:23,103.072,29.053,-0.88,WL_876
1/9/24 18:24,103.327,28.953,-0.797,WL_876
1/9/24 18:25,103.327,28.953,-0.797,WL_876
1/9/24 18:26,103.158,29.053,-0.852,WL_876
1/9/24 18:27,103.31,28.953,-0.802,WL_876
1/9/24 18:28,103.224,28.953,-0.83,WL_876
1/9/24 18:29,103.207,28.953,-0.836,WL_876
1/9/24 18:30,103.204,28.853,-0.837,WL_876
1/9/24 18:31,103.379,28.953,-0.78,WL_876
1/9/24 18:32,103.207,28.953,-0.836,WL_876
1/9/24 18:33,103.224,28.953,-0.83,WL_876
1/9/24 18:34,103.209,29.053,-0.835,WL_876
1/9/24 18:35,103.155,28.953,-0.853,WL_876
1/9/24 18:36,103.207,28.953,-0.836,WL_876
1/9/24 18:37,103.138,28.953,-0.858,WL_876
1/9/24 18:38,103.224,28.953,-0.83,WL_876
1/9/24 18:39,103.067,28.853,-0.882,WL_876
1/9/24 18:40,103.064,28.754,-0.883,WL_876
1/9/24 18:41,103.219,28.754,-0.832,WL_876
1/9/24 18:42,103.256,28.853,-0.82,WL_876
1/9/24 18:43,103.153,28.853,-0.854,WL_876
1/9/24 18:44,103.138,28.953,-0.858,WL_876
1/9/24 18:45,103.153,28.853,-0.854,WL_876
1/9/24 18:46,103.153,28.853,-0.854,WL_876
1/9/24 18:47,103.03,28.754,-0.894,WL_876
1/9/24 18:48,103.079,28.655,-0.878,WL_876
1/9/24 18:49,103.204,28.853,-0.837,WL_876
1/9/24 18:50,103.135,28.853,-0.859,WL_876
