Date,LoggerID,ECond.ms.cm,Salinity_psu,,TempInSitu
2023-10-25T10:06:00Z,347,33143.213468645336,20.44816800605489,,25.61
2023-10-25T10:07:00Z,347,56499.213468645336,36.44978252902799,,26.36
2023-10-25T10:08:00Z,347,58351.313468645334,37.696831084990464,,26.488
2023-10-25T10:09:00Z,347,58440.01346864534,38.00337756473912,,26.195
2023-10-25T10:10:00Z,347,58450.91346864533,38.17376932933555,,26
2023-10-25T10:11:00Z,347,58380.213468645336,38.20349025663907,,25.902
2023-10-25T10:12:00Z,347,58329.61346864534,38.24734971547768,,25.805
2023-10-25T10:13:00Z,347,34114.713468645336,21.021426234507008,,25.805
2023-10-25T10:14:00Z,347,34141.01346864534,21.083653100052562,,25.708
2023-10-25T10:15:00Z,347,34133.61346864534,21.078607655008437,,25.708
2023-10-25T10:16:00Z,347,34131.51346864534,21.12211145533309,,25.61
2023-10-25T10:17:00Z,347,34133.61346864534,21.16818412816774,,25.513
2023-10-25T10:18:00Z,347,34132.01346864534,21.167088549131304,,25.513
2023-10-25T10:19:00Z,347,34126.313468645334,21.16318560561505,,25.513
2023-10-25T10:20:00Z,347,33876.61346864534,20.38303638008518,,26.879
2023-10-25T10:21:00Z,347,33872.11346864534,20.25280186729339,,27.173
2023-10-25T10:22:00Z,347,33870.51346864534,20.29401131247061,,27.075
2023-10-25T10:23:00Z,347,33868.51346864534,20.377658457418036,,26.879
2023-10-25T10:24:00Z,347,33865.41346864533,20.418304453995255,,26.781
2023-10-25T10:25:00Z,347,33867.01346864534,20.46222553983314,,26.683
2023-10-25T10:26:00Z,347,34087.51346864534,20.60930779113599,,26.683
2023-10-25T10:27:00Z,347,34077.11346864534,20.602367684947616,,26.683
2023-10-25T10:28:00Z,347,34070.813468645334,20.641460241699306,,26.585
2023-10-25T10:29:00Z,347,33887.813468645334,20.30544933005828,,27.075
2023-10-25T10:30:00Z,347,34030.313468645334,20.23020114993495,,27.468
2023-10-25T10:31:00Z,347,34018.41346864533,20.054895640872992,,27.862
2023-10-25T10:32:00Z,347,33984.713468645336,20.032976519896653,,27.862
2023-10-25T10:33:00Z,347,33967.713468645336,20.06329555521608,,27.764
2023-10-25T10:34:00Z,347,33936.41346864533,20.08479900587457,,27.665
2023-10-25T10:35:00Z,347,33913.41346864533,20.111371439377837,,27.567
2023-10-25T10:36:00Z,347,33887.313468645334,20.136420925158703,,27.468
2023-10-25T10:37:00Z,347,33858.813468645334,20.11773680535081,,27.468
2023-10-25T10:38:00Z,347,33818.91346864533,20.133334811678672,,27.37
2023-10-25T10:39:00Z,347,33783.61346864534,20.110150664133197,,27.37
2023-10-25T10:40:00Z,347,33727.61346864534,20.115149723325388,,27.272
2023-10-25T10:41:00Z,347,33684.91346864533,20.08705699513979,,27.272
2023-10-25T10:42:00Z,347,33623.01346864534,20.08854060961432,,27.173
2023-10-25T10:43:00Z,347,33592.213468645336,20.068241813136826,,27.173
2023-10-25T10:44:00Z,347,33569.41346864533,20.05321703596752,,27.173
2023-10-25T10:45:00Z,347,33551.51346864534,20.083243155365352,,27.075
2023-10-25T10:46:00Z,347,33548.11346864534,20.08099816564049,,27.075
