Date,TempInSitu,Lux
2023-10-25T14:30:00Z,27.63,21022.72
2023-10-25T14:31:00Z,27.63,20812.8
2023-10-25T14:32:00Z,27.58,19527.68
2023-10-25T14:33:00Z,27.58,18365.44
2023-10-25T14:34:00Z,27.58,20024.32
2023-10-25T14:35:00Z,27.58,19041.28
2023-10-25T14:36:00Z,27.58,19589.12
2023-10-25T14:37:00Z,27.58,19788.8
2023-10-25T14:38:00Z,27.58,20746.24
2023-10-25T14:39:00Z,27.58,20904.96
2023-10-25T14:40:00Z,27.63,21678.08
2023-10-25T14:41:00Z,27.63,21114.88
2023-10-25T14:42:00Z,27.63,21186.56
2023-10-25T14:43:00Z,27.63,20423.68
2023-10-25T14:44:00Z,27.58,20879.36
2023-10-25T14:45:00Z,27.58,19118.08
2023-10-25T14:46:00Z,27.63,19829.76
2023-10-25T14:47:00Z,27.54,18211.84
2023-10-25T14:48:00Z,27.58,18181.12
2023-10-25T14:49:00Z,27.58,18483.2
2023-10-25T14:50:00Z,27.58,18821.12
2023-10-25T14:51:00Z,27.63,18385.92
2023-10-25T14:52:00Z,27.58,17648.64
2023-10-25T14:53:00Z,27.58,18826.24
2023-10-25T14:54:00Z,27.58,17781.76
2023-10-25T14:55:00Z,27.58,18334.72
2023-10-25T14:56:00Z,27.58,18877.44
2023-10-25T14:57:00Z,27.63,18636.8
2023-10-25T14:58:00Z,27.63,18370.56
2023-10-25T14:59:00Z,27.58,17745.92
2023-10-25T15:00:00Z,27.63,16839.68
2023-10-25T15:01:00Z,27.58,16302.08
2023-10-25T15:02:00Z,27.54,15687.68
2023-10-25T15:03:00Z,27.54,15815.68
2023-10-25T15:04:00Z,27.58,14146.56
2023-10-25T15:05:00Z,27.58,14351.36
2023-10-25T15:06:00Z,27.54,16020.48
2023-10-25T15:07:00Z,27.54,16076.8
2023-10-25T15:08:00Z,27.54,16276.48
2023-10-25T15:09:00Z,27.54,16542.72
2023-10-25T15:10:00Z,27.54,16148.48
2023-10-25T15:11:00Z,27.54,16097.28
2023-10-25T15:12:00Z,27.54,14464
2023-10-25T15:13:00Z,27.54,15498.24
2023-10-25T15:14:00Z,27.54,14515.2
2023-10-25T15:15:00Z,27.54,15580.16
2023-10-25T15:16:00Z,27.5,15559.68
2023-10-25T15:17:00Z,27.54,16276.48
2023-10-25T15:18:00Z,27.54,16496.64
2023-10-25T15:19:00Z,27.58,15477.76
2023-10-25T15:20:00Z,27.54,16558.08
2023-10-25T15:21:00Z,27.58,16097.28
2023-10-25T15:22:00Z,27.58,15861.76
2023-10-25T15:23:00Z,27.54,16711.68
2023-10-25T15:24:00Z,27.58,16348.16
2023-10-25T15:25:00Z,27.58,16399.36
2023-10-25T15:26:00Z,27.58,16337.92
2023-10-25T15:27:00Z,27.58,16839.68
