Date,LoggerID,TempInSitu,AbsPressure_kPA,Depth_m
11/3/2023 8:00:01,20810872,27.173,101.489,-0.056
11/3/2023 8:00:02,20810872,27.173,101.489,-0.056
11/3/2023 8:00:03,20810872,27.075,101.487,-0.057
11/3/2023 8:00:04,20810872,27.075,101.487,-0.057
11/3/2023 8:00:05,20810872,27.075,101.487,-0.057
11/3/2023 8:00:06,20810872,27.173,101.505,-0.054
11/3/2023 8:00:07,20810872,27.173,101.489,-0.056
11/3/2023 8:00:08,20810872,27.173,101.489,-0.056
11/3/2023 8:00:09,20810872,27.173,101.505,-0.054
11/3/2023 8:00:10,20810872,27.173,101.505,-0.054
11/3/2023 8:00:11,20810872,27.173,101.505,-0.054
11/3/2023 8:00:12,20810872,27.173,101.505,-0.054
11/3/2023 8:00:13,20810872,27.173,101.489,-0.056
11/3/2023 8:00:14,20810872,27.075,101.487,-0.057
11/3/2023 8:00:15,20810872,27.173,101.473,-0.058
11/3/2023 8:00:16,20810872,27.173,101.489,-0.056
11/3/2023 8:00:17,20810872,27.075,101.487,-0.057
11/3/2023 8:00:18,20810872,27.173,101.489,-0.056
11/3/2023 8:00:19,20810872,27.173,101.489,-0.056
11/3/2023 8:00:20,20810872,27.173,101.489,-0.056
11/3/2023 8:00:21,20810872,27.173,101.489,-0.056
11/3/2023 8:00:22,20810872,27.173,101.489,-0.056
11/3/2023 8:00:23,20810872,27.173,101.489,-0.056
11/3/2023 8:00:24,20810872,27.173,101.505,-0.054
11/3/2023 8:00:25,20810872,27.173,101.505,-0.054
11/3/2023 8:00:26,20810872,27.173,101.489,-0.056
11/3/2023 8:00:27,20810872,27.173,101.489,-0.056
11/3/2023 8:00:28,20810872,27.173,101.489,-0.056
11/3/2023 8:00:29,20810872,27.173,101.505,-0.054
11/3/2023 8:00:30,20810872,27.173,101.489,-0.056
11/3/2023 8:00:31,20810872,27.173,101.489,-0.056
11/3/2023 8:00:32,20810872,27.173,101.489,-0.056
11/3/2023 8:00:33,20810872,27.173,101.489,-0.056
11/3/2023 8:00:34,20810872,27.173,101.489,-0.056
11/3/2023 8:00:35,20810872,27.173,101.489,-0.056
11/3/2023 8:00:36,20810872,27.173,101.489,-0.056
11/3/2023 8:00:37,20810872,27.173,101.489,-0.056
11/3/2023 8:00:38,20810872,27.173,101.489,-0.056
11/3/2023 8:00:39,20810872,27.173,101.489,-0.056
11/3/2023 8:00:40,20810872,27.173,101.489,-0.056
11/3/2023 8:00:41,20810872,27.173,101.489,-0.056
11/3/2023 8:00:42,20810872,27.173,101.489,-0.056
11/3/2023 8:00:43,20810872,27.173,101.489,-0.056
11/3/2023 8:00:44,20810872,27.173,101.489,-0.056
11/3/2023 8:00:45,20810872,27.173,101.489,-0.056
11/3/2023 8:00:46,20810872,27.173,101.489,-0.056
11/3/2023 8:00:47,20810872,27.173,101.505,-0.054
11/3/2023 8:00:48,20810872,27.173,101.489,-0.056
11/3/2023 8:00:49,20810872,27.173,101.489,-0.056
11/3/2023 8:00:50,20810872,27.173,101.473,-0.058
11/3/2023 8:00:51,20810872,27.173,101.489,-0.056
11/3/2023 8:00:52,20810872,27.173,101.489,-0.056
11/3/2023 8:00:53,20810872,27.173,101.473,-0.058
11/3/2023 8:00:54,20810872,27.173,101.489,-0.056
11/3/2023 8:00:55,20810872,27.173,101.489,-0.056
11/3/2023 8:00:56,20810872,27.173,101.489,-0.056
11/3/2023 8:00:57,20810872,27.173,101.489,-0.056
11/3/2023 8:00:58,20810872,27.173,101.489,-0.056
11/3/2023 8:00:59,20810872,27.173,101.489,-0.056
11/3/2023 8:01:00,20810872,27.173,101.489,-0.056
11/3/2023 8:01:01,20810872,27.173,101.489,-0.056
11/3/2023 8:01:02,20810872,27.173,101.489,-0.056
11/3/2023 8:01:03,20810872,27.173,101.489,-0.056
11/3/2023 8:01:04,20810872,27.173,101.489,-0.056
11/3/2023 8:01:05,20810872,27.173,101.489,-0.056
11/3/2023 8:01:06,20810872,27.173,101.505,-0.054
11/3/2023 8:01:07,20810872,27.173,101.489,-0.056
11/3/2023 8:01:08,20810872,27.173,101.489,-0.056
11/3/2023 8:01:09,20810872,27.173,101.489,-0.056
11/3/2023 8:01:10,20810872,27.173,101.489,-0.056
11/3/2023 8:01:11,20810872,27.173,101.489,-0.056
11/3/2023 8:01:12,20810872,27.173,101.489,-0.056
11/3/2023 8:01:13,20810872,27.173,101.489,-0.056
11/3/2023 8:01:14,20810872,27.173,101.489,-0.056
11/3/2023 8:01:15,20810872,27.173,101.489,-0.056
11/3/2023 8:01:16,20810872,27.173,101.489,-0.056
11/3/2023 8:01:17,20810872,27.173,101.489,-0.056
11/3/2023 8:01:18,20810872,27.173,101.505,-0.054
11/3/2023 8:01:19,20810872,27.173,101.489,-0.056
11/3/2023 8:01:20,20810872,27.173,101.489,-0.056
11/3/2023 8:01:21,20810872,27.173,101.489,-0.056
11/3/2023 8:01:22,20810872,27.173,101.473,-0.058
11/3/2023 8:01:23,20810872,27.173,101.489,-0.056
11/3/2023 8:01:24,20810872,27.173,101.489,-0.056
11/3/2023 8:01:25,20810872,27.173,101.489,-0.056
11/3/2023 8:01:26,20810872,27.173,101.489,-0.056
11/3/2023 8:01:27,20810872,27.173,101.489,-0.056
11/3/2023 8:01:28,20810872,27.173,101.489,-0.056
11/3/2023 8:01:29,20810872,27.173,101.505,-0.054
11/3/2023 8:01:30,20810872,27.173,101.489,-0.056
11/3/2023 8:01:31,20810872,27.173,101.489,-0.056
11/3/2023 8:01:32,20810872,27.173,101.489,-0.056
11/3/2023 8:01:33,20810872,27.173,101.489,-0.056
11/3/2023 8:01:34,20810872,27.173,101.473,-0.058
11/3/2023 8:01:35,20810872,27.173,101.473,-0.058
11/3/2023 8:01:36,20810872,27.173,101.473,-0.058
11/3/2023 8:01:37,20810872,27.173,101.473,-0.058
11/3/2023 8:01:38,20810872,27.173,101.473,-0.058
11/3/2023 8:01:39,20810872,27.173,101.473,-0.058
11/3/2023 8:01:40,20810872,27.173,101.473,-0.058
11/3/2023 8:01:41,20810872,27.173,101.473,-0.058
11/3/2023 8:01:42,20810872,27.173,101.473,-0.058
11/3/2023 8:01:44,20810872,27.173,101.489,-0.056
11/3/2023 8:01:45,20810872,27.173,101.489,-0.056
11/3/2023 8:01:46,20810872,27.173,101.489,-0.056
11/3/2023 8:01:47,20810872,27.173,101.489,-0.056
11/3/2023 8:01:48,20810872,27.173,101.489,-0.056
11/3/2023 8:01:49,20810872,27.173,101.489,-0.056
11/3/2023 8:01:50,20810872,27.173,101.489,-0.056
11/3/2023 8:01:51,20810872,27.173,101.489,-0.056
11/3/2023 8:01:52,20810872,27.173,101.489,-0.056
11/3/2023 8:01:53,20810872,27.173,101.473,-0.058
11/3/2023 8:01:54,20810872,27.173,101.473,-0.058
11/3/2023 8:01:55,20810872,27.173,101.489,-0.056
11/3/2023 8:01:56,20810872,27.173,101.489,-0.056
11/3/2023 8:01:57,20810872,27.173,101.489,-0.056
11/3/2023 8:01:58,20810872,27.173,101.489,-0.056
11/3/2023 8:01:59,20810872,27.173,101.489,-0.056
11/3/2023 8:02:00,20810872,27.173,101.473,-0.058
11/3/2023 8:02:01,20810872,27.173,101.489,-0.056
11/3/2023 8:02:02,20810872,27.173,101.489,-0.056
11/3/2023 8:02:03,20810872,27.173,101.489,-0.056
11/3/2023 8:02:04,20810872,27.173,101.489,-0.056
11/3/2023 8:02:05,20810872,27.173,101.489,-0.056
11/3/2023 8:02:06,20810872,27.173,101.505,-0.054
11/3/2023 8:02:07,20810872,27.173,101.473,-0.058
11/3/2023 8:02:08,20810872,27.173,101.489,-0.056
11/3/2023 8:02:09,20810872,27.173,101.489,-0.056
11/3/2023 8:02:10,20810872,27.173,101.489,-0.056
11/3/2023 8:02:11,20810872,27.173,101.489,-0.056
11/3/2023 8:02:12,20810872,27.173,101.489,-0.056
11/3/2023 8:02:13,20810872,27.173,101.489,-0.056
11/3/2023 8:02:14,20810872,27.173,101.489,-0.056
11/3/2023 8:02:15,20810872,27.173,101.489,-0.056
11/3/2023 8:02:16,20810872,27.173,101.489,-0.056
11/3/2023 8:02:17,20810872,27.173,101.489,-0.056
11/3/2023 8:02:18,20810872,27.173,101.489,-0.056
11/3/2023 8:02:19,20810872,27.173,101.489,-0.056
11/3/2023 8:02:20,20810872,27.173,101.489,-0.056
11/3/2023 8:02:21,20810872,27.173,101.489,-0.056
11/3/2023 8:02:22,20810872,27.173,101.489,-0.056
11/3/2023 8:02:23,20810872,27.173,101.489,-0.056
11/3/2023 8:02:24,20810872,27.173,101.489,-0.056
11/3/2023 8:02:25,20810872,27.173,101.489,-0.056
11/3/2023 8:02:26,20810872,27.173,101.489,-0.056
11/3/2023 8:02:27,20810872,27.173,101.489,-0.056
11/3/2023 8:02:28,20810872,27.173,101.489,-0.056
11/3/2023 8:02:29,20810872,27.173,101.489,-0.056
11/3/2023 8:02:30,20810872,27.173,101.473,-0.058
11/3/2023 8:02:31,20810872,27.173,101.489,-0.056
11/3/2023 8:02:32,20810872,27.173,101.489,-0.056
11/3/2023 8:02:33,20810872,27.173,101.473,-0.058
11/3/2023 8:02:34,20810872,27.173,101.473,-0.058
11/3/2023 8:02:35,20810872,27.173,101.473,-0.058
11/3/2023 8:02:36,20810872,27.173,101.457,-0.059
11/3/2023 8:02:37,20810872,27.173,101.473,-0.058
11/3/2023 8:02:38,20810872,27.173,101.473,-0.058
11/3/2023 8:02:39,20810872,27.173,101.473,-0.058
11/3/2023 8:02:40,20810872,27.173,101.473,-0.058
11/3/2023 8:02:41,20810872,27.173,101.473,-0.058
11/3/2023 8:02:42,20810872,27.173,101.473,-0.058
11/3/2023 8:02:43,20810872,27.173,101.473,-0.058
11/3/2023 8:02:44,20810872,27.173,101.473,-0.058
11/3/2023 8:02:45,20810872,27.173,101.473,-0.058
11/3/2023 8:02:46,20810872,27.173,101.489,-0.056
11/3/2023 8:02:47,20810872,27.173,101.473,-0.058
11/3/2023 8:02:48,20810872,27.173,101.473,-0.058
11/3/2023 8:02:49,20810872,27.173,101.473,-0.058
11/3/2023 8:02:50,20810872,27.173,101.457,-0.059
11/3/2023 8:02:51,20810872,27.173,101.441,-0.061
11/3/2023 8:02:52,20810872,27.173,101.441,-0.061
11/3/2023 8:02:53,20810872,27.173,101.441,-0.061
11/3/2023 8:02:54,20810872,27.173,101.457,-0.059
11/3/2023 8:02:55,20810872,27.173,101.457,-0.059
11/3/2023 8:02:56,20810872,27.173,101.457,-0.059
11/3/2023 8:02:57,20810872,27.173,101.457,-0.059
11/3/2023 8:02:58,20810872,27.173,101.457,-0.059
11/3/2023 8:02:59,20810872,27.173,101.457,-0.059
11/3/2023 8:03:00,20810872,27.173,101.457,-0.059
11/3/2023 8:03:01,20810872,27.173,101.457,-0.059
11/3/2023 8:03:02,20810872,27.173,101.473,-0.058
11/3/2023 8:03:03,20810872,27.173,101.473,-0.058
11/3/2023 8:03:04,20810872,27.173,101.924,-0.012
11/3/2023 8:03:05,20810872,27.173,102.536,0.051
11/3/2023 8:03:06,20810872,27.173,102.923,0.091
11/3/2023 8:03:07,20810872,27.173,102.923,0.091
11/3/2023 8:03:08,20810872,27.173,102.762,0.074
11/3/2023 8:03:09,20810872,27.173,102.52,0.049
11/3/2023 8:03:10,20810872,27.173,102.649,0.063
11/3/2023 8:03:11,20810872,27.173,102.166,0.013
11/3/2023 8:03:12,20810872,27.173,102.021,-0.002
11/3/2023 8:03:13,20810872,27.173,102.037,0
11/3/2023 8:03:14,20810872,27.173,101.892,-0.015
11/3/2023 8:03:15,20810872,27.173,102.005,-0.003
11/3/2023 8:03:16,20810872,27.173,101.827,-0.021
11/3/2023 8:03:17,20810872,27.173,102.23,0.02
11/3/2023 8:03:18,20810872,27.173,102.15,0.012
11/3/2023 8:03:19,20810872,27.173,101.924,-0.012
11/3/2023 8:03:20,20810872,27.173,101.956,-0.008
11/3/2023 8:03:21,20810872,27.173,102.117,0.008
11/3/2023 8:03:22,20810872,27.173,102.053,0.002
11/3/2023 8:03:23,20810872,27.173,102.101,0.007
11/3/2023 8:03:24,20810872,27.173,102.44,0.041
11/3/2023 8:03:25,20810872,27.173,102.279,0.025
11/3/2023 8:03:26,20810872,27.173,102.343,0.031
11/3/2023 8:03:27,20810872,27.173,102.391,0.036
11/3/2023 8:03:28,20810872,27.173,102.424,0.04
11/3/2023 8:03:29,20810872,27.173,102.279,0.025
11/3/2023 8:03:30,20810872,27.173,102.456,0.043
11/3/2023 8:03:31,20810872,27.173,102.343,0.031
11/3/2023 8:03:32,20810872,27.173,102.182,0.015
11/3/2023 8:03:33,20810872,27.173,102.134,0.01
11/3/2023 8:03:34,20810872,27.173,102.15,0.012
11/3/2023 8:03:35,20810872,27.173,102.037,0
11/3/2023 8:03:36,20810872,27.173,102.037,0
11/3/2023 8:03:37,20810872,27.173,102.101,0.007
11/3/2023 8:03:38,20810872,27.173,102.037,0
11/3/2023 8:03:39,20810872,27.173,102.053,0.002
11/3/2023 8:03:40,20810872,27.173,101.972,-0.007
11/3/2023 8:03:41,20810872,27.173,102.359,0.033
11/3/2023 8:03:42,20810872,27.173,102.214,0.018
11/3/2023 8:03:43,20810872,27.173,102.375,0.035
11/3/2023 8:03:44,20810872,27.173,102.359,0.033
11/3/2023 8:03:45,20810872,27.173,102.037,0
11/3/2023 8:03:46,20810872,27.173,102.343,0.031
11/3/2023 8:03:47,20810872,27.075,102.373,0.034
11/3/2023 8:03:48,20810872,27.173,102.23,0.02
11/3/2023 8:03:49,20810872,27.075,102.179,0.014
11/3/2023 8:03:50,20810872,27.173,102.005,-0.003
11/3/2023 8:03:51,20810872,27.075,102.179,0.014
11/3/2023 8:03:52,20810872,27.075,101.664,-0.038
11/3/2023 8:03:53,20810872,27.075,101.712,-0.034
11/3/2023 8:03:54,20810872,27.075,101.471,-0.058
11/3/2023 8:03:55,20810872,27.075,101.986,-0.006
11/3/2023 8:03:56,20810872,27.075,101.809,-0.024
11/3/2023 8:03:57,20810872,27.075,101.954,-0.009
11/3/2023 8:03:58,20810872,27.075,102.228,0.019
11/3/2023 8:03:59,20810872,27.075,102.131,0.009
