Date,LoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2023-10-25 08:30:00,20739324,28.619999999999997,16716.78130201695,9.077648025362667
2023-10-25 08:31:00,20739324,28.63,16716.78130201695,9.075770616277579
2023-10-25 08:32:00,20739324,28.63,16716.78130201695,9.075770616277579
2023-10-25 08:33:00,20739324,28.63,16716.78130201695,9.075770616277579
2023-10-25 08:34:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:35:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:36:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:37:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:38:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:39:00,20739324,26.58,56818.481302016946,36.50742417044685
2023-10-25 08:40:00,20739324,26.58,56818.481302016946,36.50742417044685
2023-10-25 08:41:00,20739324,26.58,56818.481302016946,36.50742417044685
2023-10-25 08:42:00,20739324,26.58,56818.481302016946,36.50742417044685
2023-10-25 08:43:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:44:00,20739324,28.65,16716.78130201695,9.072017772145742
2023-10-25 08:45:00,20739324,28.63,16716.78130201695,9.075770616277579
2023-10-25 08:46:00,20739324,28.63,16716.78130201695,9.075770616277579
2023-10-25 08:47:00,20739324,28.619999999999997,16716.78130201695,9.077648025362667
2023-10-25 08:48:00,20739324,28.61,16716.78130201695,9.0795260928676
2023-10-25 08:49:00,20739324,28.599999999999998,16716.78130201695,9.081404819097886
2023-10-25 08:50:00,20739324,28.59,16716.78130201695,9.08328420435922
2023-10-25 08:51:00,20739324,28.57,16716.78130201695,9.087044953198708
2023-10-25 08:52:00,20739324,28.55,16716.78130201695,9.090808341835094
2023-10-25 08:53:00,20739324,28.54,16716.78130201695,9.092691026843223
2023-10-25 08:54:00,20739324,28.509999999999998,16716.78130201695,9.098343048308852
2023-10-25 08:55:00,20739324,28.49,16716.78130201695,9.102114371058404
2023-10-25 08:56:00,20739324,28.46,16716.78130201695,9.107776323992246
2023-10-25 08:57:00,20739324,28.439999999999998,16716.78130201695,9.111554275414296
2023-10-25 08:58:00,20739324,28.4,16716.78130201695,9.119118148082062
2023-10-25 08:59:00,20739324,28.38,16716.78130201695,9.122904074271116
2023-10-25 09:00:00,20739324,28.349999999999998,16716.78130201695,9.12858795783622
2023-10-25 09:01:00,20739324,28.33,16716.78130201695,9.132380546683244
2023-10-25 09:02:00,20739324,28.3,16716.78130201695,9.13807443586686
2023-10-25 09:03:00,20739324,28.279999999999998,16716.78130201695,9.141873702891012
2023-10-25 09:04:00,20739324,28.25,16716.78130201695,9.14757762100541
2023-10-25 09:05:00,20739324,28.23,16716.78130201695,9.151383581770592
2023-10-25 09:06:00,20739324,28.21,16716.78130201695,9.15519222440012
2023-10-25 09:07:00,20739324,28.189999999999998,16716.78130201695,9.159003551394285
2023-10-25 09:08:00,20739324,28.169999999999998,16716.78130201695,9.162817565256246
2023-10-25 09:09:00,20739324,28.14,16716.78130201695,9.168543629409086
2023-10-25 09:10:00,20739324,28.13,16716.78130201695,9.170453663610653
2023-10-25 09:11:00,20739324,28.189999999999998,16716.78130201695,9.159003551394285
2023-10-25 09:12:00,20739324,27.09,56182.38130201695,35.65188493440885
2023-10-25 09:13:00,20739324,27.07,56386.08130201695,35.81306215035988
2023-10-25 09:14:00,20739324,27.029999999999998,56455.58130201695,35.89374062553815
2023-10-25 09:15:00,20739324,27.029999999999998,56505.981302016946,35.92987769327637
2023-10-25 09:16:00,20739324,27.029999999999998,56467.28130201695,35.902129054573784
2023-10-25 09:17:00,20739324,27.029999999999998,56537.08130201695,35.95217954274902
2023-10-25 09:18:00,20739324,27.06,35591.581302016944,21.442583781615642
2023-10-25 09:19:00,20739324,27.06,35732.18130201695,21.5362244956552
2023-10-25 09:20:00,20739324,27.06,35857.98130201695,21.620051461849844
2023-10-25 09:21:00,20739324,27.06,37582.581302016944,22.773326057907703
2023-10-25 09:22:00,20739324,27.04,39440.68130201695,24.034565118482924
2023-10-25 09:23:00,20739324,27.029999999999998,56533.18130201695,35.94938272290439
2023-10-25 09:24:00,20739324,27.07,56579.88130201695,35.95189556956234
2023-10-25 09:25:00,20739324,27.09,56642.18130201695,35.98105161827883
2023-10-25 09:26:00,20739324,27.13,56673.481302016946,35.97250498519496
2023-10-25 09:27:00,20739324,27.15,56732.18130201695,35.9990426723025
2023-10-25 09:28:00,20739324,27.119999999999997,56696.88130201695,35.996999530180915
2023-10-25 09:29:00,20739324,27.06,18364.78130201695,10.38726570907717
2023-10-25 09:30:00,20739324,27.02,18361.98130201695,10.394345345271738
2023-10-25 09:31:00,20739324,26.96,18359.78130201695,10.406215400311783
2023-10-25 09:32:00,20739324,26.9,18342.581302016948,10.408855457616157
2023-10-25 09:33:00,20739324,26.849999999999998,18337.081302016948,10.416512644708785
2023-10-25 09:34:00,20739324,26.81,18334.881302016947,10.424007359362644
2023-10-25 09:35:00,20739324,26.79,18333.18130201695,10.427387572844152
2023-10-25 09:36:00,20739324,26.75,18331.581302016948,10.435268887323673
2023-10-25 09:37:00,20739324,26.689999999999998,18328.78130201695,10.446863667482866
2023-10-25 09:38:00,20739324,26.66,18326.581302016948,10.452174078434368
2023-10-25 09:39:00,20739324,26.63,18325.48130201695,10.458172461812858
2023-10-25 09:40:00,20739324,26.59,18322.18130201695,10.465041623584733
2023-10-25 09:41:00,20739324,26.57,18321.081302016948,10.46882139670157
