Date,TempInSitu,Lux
2023-10-24T17:25:00Z,26.98,2332.8
2023-10-24T17:26:00Z,26.94,2476.16
2023-10-24T17:27:00Z,26.94,2459.52
2023-10-24T17:28:00Z,26.94,2137.6
2023-10-24T17:29:00Z,26.9,2097.28
2023-10-24T17:30:00Z,26.9,1989.76
2023-10-24T17:31:00Z,26.94,1947.52
2023-10-24T17:32:00Z,26.94,1770.24
2023-10-24T17:33:00Z,26.9,1641.6
2023-10-24T17:34:00Z,26.94,1496.96
2023-10-24T17:35:00Z,26.94,1412.48
2023-10-24T17:36:00Z,26.9,1276.16
2023-10-24T17:37:00Z,26.9,1216
2023-10-24T17:38:00Z,26.94,1193.28
2023-10-24T17:39:00Z,26.94,1142.72
2023-10-24T17:40:00Z,26.94,1062.4
2023-10-24T17:41:00Z,26.9,1047.68
2023-10-24T17:42:00Z,26.9,924.16
2023-10-24T17:43:00Z,26.85,834.24
2023-10-24T17:44:00Z,26.94,758.4
2023-10-24T17:45:00Z,26.9,692.8
2023-10-24T17:46:00Z,26.9,653.92
2023-10-24T17:47:00Z,26.9,613.76
2023-10-24T17:48:00Z,26.9,562.4
2023-10-24T17:49:00Z,26.85,508.48
2023-10-24T17:50:00Z,26.9,471.04
2023-10-24T17:51:00Z,26.94,440.96
2023-10-24T17:52:00Z,26.9,371.36
2023-10-24T17:53:00Z,26.9,275.92
2023-10-24T17:54:00Z,26.9,314.4
2023-10-24T17:55:00Z,26.9,297.92
2023-10-24T17:56:00Z,26.9,265.36
2023-10-24T17:57:00Z,26.85,235.92
2023-10-24T17:58:00Z,26.85,203.36
2023-10-24T17:59:00Z,26.9,173.12
2023-10-24T18:00:00Z,26.9,151
2023-10-24T18:01:00Z,26.9,128.24
2023-10-24T18:02:00Z,26.9,120
2023-10-24T18:03:00Z,26.9,108.6
2023-10-24T18:04:00Z,26.9,97.92
2023-10-24T18:05:00Z,26.9,80.78
2023-10-24T18:06:00Z,26.9,65.68
2023-10-24T18:07:00Z,26.9,58.78
2023-10-24T18:08:00Z,26.9,46.54
2023-10-24T18:09:00Z,26.9,38.76
2023-10-24T18:10:00Z,26.9,31.45
2023-10-24T18:11:00Z,26.9,25.3
2023-10-24T18:12:00Z,26.9,20.6
2023-10-24T18:13:00Z,26.9,15.09
2023-10-24T18:14:00Z,26.94,12.04
2023-10-24T18:15:00Z,26.9,9.57
2023-10-24T18:16:00Z,26.9,7.34
2023-10-24T18:17:00Z,26.9,5.48
2023-10-24T18:18:00Z,26.85,4.06
2023-10-24T18:19:00Z,26.9,3.04
2023-10-24T18:20:00Z,26.9,1.62
2023-10-24T18:21:00Z,26.9,1.62
2023-10-24T18:22:00Z,26.85,1.01
2023-10-24T18:23:00Z,26.9,0.6
2023-10-24T18:24:00Z,26.94,0.4
2023-10-24T18:25:00Z,26.9,0.2
2023-10-24T18:26:00Z,26.9,0
2023-10-24T18:27:00Z,26.9,0
