#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
303,01/07/2024 11:02:00,23.03,18.25,,,,
304,01/07/2024 11:03:00,22.99,17.81,,,,
305,01/07/2024 11:04:00,23.03,18.25,,,,
306,01/07/2024 11:05:00,22.99,18.03,,,,
307,01/07/2024 11:06:00,22.99,17.38,,,,
308,01/07/2024 11:07:00,23.03,17.38,,,,
309,01/07/2024 11:08:00,23.03,16.73,,,,
310,01/07/2024 11:09:00,23.03,17.16,,,,
311,01/07/2024 11:10:00,22.99,17.60,,,,
312,01/07/2024 11:11:00,23.03,16.95,,,,
313,01/07/2024 11:12:00,23.03,18.03,,,,
314,01/07/2024 11:13:00,22.99,16.95,,,,
315,01/07/2024 11:14:00,23.03,17.81,,,,
316,01/07/2024 11:15:00,22.99,17.60,,,,
317,01/07/2024 11:16:00,22.99,17.38,,,,
318,01/07/2024 11:17:00,22.95,18.03,,,,
319,01/07/2024 11:18:00,22.95,17.38,,,,
320,01/07/2024 11:19:00,22.91,16.95,,,,
321,01/07/2024 11:20:00,22.95,15.86,,,,
322,01/07/2024 11:21:00,22.99,17.16,,,,
323,01/07/2024 11:22:00,22.91,15.86,,,,
324,01/07/2024 11:23:00,22.91,16.95,,,,
325,01/07/2024 11:24:00,22.86,17.60,,,,
326,01/07/2024 11:25:00,22.91,16.95,,,,
327,01/07/2024 11:26:00,22.86,17.16,,,,
328,01/07/2024 11:27:00,22.86,16.95,,,,
329,01/07/2024 11:28:00,22.91,18.25,,,,
330,01/07/2024 11:29:00,22.86,18.46,,,,
331,01/07/2024 11:30:00,22.86,18.27,,,,
332,01/07/2024 11:31:00,22.86,17.16,,,,
333,01/07/2024 11:32:00,22.91,18.46,,,,
334,01/07/2024 11:33:00,22.95,18.03,,,,
335,01/07/2024 11:34:00,22.91,17.81,,,,
336,01/07/2024 11:35:00,22.95,17.81,,,,
337,01/07/2024 11:36:00,22.95,18.25,,,,
338,01/07/2024 11:37:00,22.99,18.03,,,,
339,01/07/2024 11:38:00,23.03,17.16,,,,
340,01/07/2024 11:39:00,23.03,16.73,,,,
341,01/07/2024 11:40:00,23.08,18.46,,,,
342,01/07/2024 11:41:00,23.03,17.81,,,,
343,01/07/2024 11:42:00,22.99,17.16,,,,
344,01/07/2024 11:43:00,23.03,17.60,,,,
345,01/07/2024 11:44:00,22.99,18.03,,,,
346,01/07/2024 11:45:00,22.95,16.51,,,,
347,01/07/2024 11:46:00,22.95,17.38,,,,
348,01/07/2024 11:47:00,22.91,16.30,,,,
349,01/07/2024 11:48:00,22.86,16.73,,,,
350,01/07/2024 11:49:00,22.82,16.30,,,,
351,01/07/2024 11:50:00,22.73,16.51,,,,
352,01/07/2024 11:51:00,22.78,16.51,,,,
353,01/07/2024 11:52:00,22.78,16.73,,,,
354,01/07/2024 11:53:00,22.82,16.30,,,,
355,01/07/2024 11:54:00,22.82,16.73,,,,
356,01/07/2024 11:55:00,22.82,16.73,,,,
357,01/07/2024 11:56:00,22.86,17.16,,,,
358,01/07/2024 11:57:00,22.91,16.73,,,,
359,01/07/2024 11:58:00,22.95,17.60,,,,
360,01/07/2024 11:59:00,22.91,18.03,,,,
361,01/07/2024 12:00:00,22.99,17.81,,,,
362,01/07/2024 12:01:00,22.99,18.03,,,,
363,01/07/2024 12:02:00,22.99,17.81,,,,
364,01/07/2024 12:03:00,22.95,16.95,,,,
365,01/07/2024 12:04:00,22.99,17.38,,,,
366,01/07/2024 12:05:00,22.95,17.16,,,,
367,01/07/2024 12:06:00,22.99,18.03,,,,
368,01/07/2024 12:07:00,22.95,17.16,,,,
369,01/07/2024 12:08:00,22.95,16.95,,,,
370,01/07/2024 12:09:00,22.91,17.16,,,,
371,01/07/2024 12:10:00,22.91,17.16,,,,
372,01/07/2024 12:11:00,22.86,17.16,,,,
373,01/07/2024 12:12:00,22.86,17.16,,,,
374,01/07/2024 12:13:00,22.82,18.46,,,,
375,01/07/2024 12:14:00,22.78,18.68,,,,
376,01/07/2024 12:15:00,22.73,18.46,,,,
377,01/07/2024 12:16:00,22.73,18.68,,,,
378,01/07/2024 12:17:00,22.73,18.68,,,,
379,01/07/2024 12:18:00,22.78,18.46,,,,
380,01/07/2024 12:19:00,22.78,18.46,,,,
381,01/07/2024 12:20:00,22.78,18.46,,,,
382,01/07/2024 12:21:00,22.78,18.68,,,,
383,01/07/2024 12:22:00,22.82,18.46,,,,
384,01/07/2024 12:23:00,22.82,18.46,,,,
385,01/07/2024 12:24:00,22.86,18.46,,,,
386,01/07/2024 12:25:00,22.91,18.03,,,,
387,01/07/2024 12:26:00,22.91,18.68,,,,
388,01/07/2024 12:27:00,22.91,18.68,,,,
389,01/07/2024 12:28:00,22.91,18.68,,,,
390,01/07/2024 12:29:00,22.86,18.25,,,,
391,01/07/2024 12:30:00,22.82,18.46,,,,
392,01/07/2024 12:31:00,22.82,18.68,,,,
393,01/07/2024 12:32:00,22.78,18.68,,,,
394,01/07/2024 12:33:00,22.78,18.68,,,,
395,01/07/2024 12:34:00,22.73,18.46,,,,
396,01/07/2024 12:35:00,22.73,18.46,,,,
397,01/07/2024 12:36:00,22.69,18.46,,,,
398,01/07/2024 12:37:00,22.73,18.46,,,,
399,01/07/2024 12:38:00,22.73,18.46,,,,
400,01/07/2024 12:39:00,22.78,18.46,,,,
401,01/07/2024 12:40:00,22.73,18.68,,,,
402,01/07/2024 12:41:00,22.78,18.03,,,,
403,01/07/2024 12:42:00,22.78,18.68,,,,
404,01/07/2024 12:43:00,22.82,18.71,,,,
405,01/07/2024 12:44:00,22.82,18.68,,,,
406,01/07/2024 12:45:00,22.86,18.68,,,,
407,01/07/2024 12:46:00,22.82,18.25,,,,
408,01/07/2024 12:47:00,22.78,18.68,,,,
409,01/07/2024 12:48:00,22.73,18.68,,,,
410,01/07/2024 12:49:00,22.73,18.68,,,,
411,01/07/2024 12:50:00,22.73,18.46,,,,
412,01/07/2024 12:51:00,22.69,18.46,,,,
413,01/07/2024 12:52:00,22.69,18.46,,,,
414,01/07/2024 12:53:00,22.73,18.25,,,,
415,01/07/2024 12:54:00,22.73,18.46,,,,
416,01/07/2024 12:55:00,22.73,18.46,,,,
417,01/07/2024 12:56:00,22.73,18.46,,,,
418,01/07/2024 12:57:00,22.78,18.46,,,,
419,01/07/2024 12:58:00,22.82,18.46,,,,
420,01/07/2024 12:59:00,22.78,18.03,,,,
421,01/07/2024 13:00:00,22.82,18.46,,,,
422,01/07/2024 13:01:00,22.82,18.46,,,,
423,01/07/2024 13:02:00,22.82,18.68,,,,
424,01/07/2024 13:03:00,22.86,18.68,,,,
425,01/07/2024 13:04:00,22.82,18.46,,,,
426,01/07/2024 13:05:00,22.82,18.46,,,,
427,01/07/2024 13:06:00,22.86,18.46,,,,
428,01/07/2024 13:07:00,22.86,18.03,,,,
429,01/07/2024 13:08:00,22.86,18.46,,,,
430,01/07/2024 13:09:00,22.78,18.25,,,,
431,01/07/2024 13:10:00,22.78,18.03,,,,
432,01/07/2024 13:11:00,22.78,18.46,,,,
433,01/07/2024 13:12:00,22.78,18.25,,,,
434,01/07/2024 13:13:00,22.78,17.81,,,,
435,01/07/2024 13:14:00,22.82,18.03,,,,
436,01/07/2024 13:15:00,22.78,18.25,,,,
437,01/07/2024 13:16:00,22.78,18.25,,,,
438,01/07/2024 13:17:00,22.82,18.25,,,,
439,01/07/2024 13:18:00,22.82,18.03,,,,
440,01/07/2024 13:19:00,22.91,18.25,,,,
441,01/07/2024 13:20:00,22.82,18.03,,,,
442,01/07/2024 13:21:00,22.82,17.81,,,,
443,01/07/2024 13:22:00,22.82,16.95,,,,
444,01/07/2024 13:23:00,22.82,18.25,,,,
445,01/07/2024 13:24:00,22.82,18.25,,,,
446,01/07/2024 13:25:00,22.82,18.46,,,,
447,01/07/2024 13:26:00,22.73,18.25,,,,
448,01/07/2024 13:27:00,22.78,18.25,,,,
449,01/07/2024 13:28:00,22.73,18.25,,,,
450,01/07/2024 13:29:00,22.82,18.25,,,,
451,01/07/2024 13:30:00,22.78,18.25,,,,
452,01/07/2024 13:31:00,22.82,18.03,,,,
453,01/07/2024 13:32:00,22.78,18.03,,,,
454,01/07/2024 13:33:00,22.82,18.25,,,,
455,01/07/2024 13:34:00,22.86,18.03,,,,
456,01/07/2024 13:35:00,22.91,17.81,,,,
457,01/07/2024 13:36:00,22.91,18.25,,,,
458,01/07/2024 13:37:00,22.86,18.25,,,,
459,01/07/2024 13:38:00,22.82,18.25,,,,
460,01/07/2024 13:39:00,22.82,18.25,,,,
461,01/07/2024 13:40:00,22.78,18.46,,,,
462,01/07/2024 13:41:00,22.78,18.03,,,,
463,01/07/2024 13:42:00,22.73,18.03,,,,
464,01/07/2024 13:43:00,22.69,18.25,,,,
465,01/07/2024 13:44:00,22.73,18.25,,,,
466,01/07/2024 13:45:00,22.73,18.03,,,,
467,01/07/2024 13:46:00,22.73,18.25,,,,
468,01/07/2024 13:47:00,22.73,18.25,,,,
469,01/07/2024 13:48:00,22.78,18.25,,,,
470,01/07/2024 13:49:00,22.82,18.25,,,,
471,01/07/2024 13:50:00,22.82,18.25,,,,
472,01/07/2024 13:51:00,22.86,18.25,,,,
473,01/07/2024 13:52:00,22.82,18.46,,,,
474,01/07/2024 13:53:00,22.82,18.25,,,,
475,01/07/2024 13:54:00,22.82,18.46,,,,
476,01/07/2024 13:55:00,22.78,18.25,,,,
477,01/07/2024 13:56:00,22.78,18.46,,,,
478,01/07/2024 13:57:00,22.78,18.46,,,,
479,01/07/2024 13:58:00,22.78,18.46,,,,
480,01/07/2024 13:59:00,22.73,18.68,,,,
481,01/07/2024 14:00:00,22.73,18.25,,,,
482,01/07/2024 14:01:00,22.78,18.25,,,,
483,01/07/2024 14:02:00,22.73,18.25,,,,
484,01/07/2024 14:03:00,22.78,17.81,,,,
485,01/07/2024 14:04:00,22.78,18.25,,,,
486,01/07/2024 14:05:00,22.82,18.25,,,,
487,01/07/2024 14:06:00,22.86,18.25,,,,
488,01/07/2024 14:07:00,22.86,18.46,,,,
489,01/07/2024 14:08:00,22.78,18.68,,,,
490,01/07/2024 14:09:00,22.82,18.46,,,,
491,01/07/2024 14:10:00,22.82,18.68,,,,
492,01/07/2024 14:11:00,22.82,18.46,,,,
493,01/07/2024 14:12:00,22.78,18.46,,,,
494,01/07/2024 14:13:00,22.78,18.25,,,,
495,01/07/2024 14:14:00,22.78,18.03,,,,
496,01/07/2024 14:15:00,22.78,18.46,,,,
497,01/07/2024 14:16:00,22.82,18.46,,,,
498,01/07/2024 14:17:00,22.82,18.25,,,,
499,01/07/2024 14:18:00,22.82,18.46,,,,
500,01/07/2024 14:19:00,22.82,18.03,,,,
501,01/07/2024 14:20:00,22.82,18.25,,,,
502,01/07/2024 14:21:00,22.86,17.81,,,,
503,01/07/2024 14:22:00,22.86,15.43,,,,
504,01/07/2024 14:23:00,22.86,15.43,,,,
505,01/07/2024 14:24:00,22.91,14.78,,,,
506,01/07/2024 14:25:00,22.86,14.78,,,,
507,01/07/2024 14:26:00,22.86,15.21,,,,
508,01/07/2024 14:27:00,22.86,14.78,,,,
509,01/07/2024 14:28:00,22.82,15.00,,,,
510,01/07/2024 14:29:00,22.86,15.21,,,,
511,01/07/2024 14:30:00,22.82,14.78,,,,
512,01/07/2024 14:31:00,22.78,14.78,,,,
513,01/07/2024 14:32:00,22.82,14.78,,,,
